Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
26.018309/TO,"SERVICIOS INTEGRALES EL SEÑORÍO, C.B.",Toledo/ILLESCAS,PP,,MP,
12.023136/AB,"GONZALVEZ GOMEZ, JUAN ANTONIO",Albacete/ALMANSA,CS,,,
15.008356/CU,POVES REDONDO S.L.L.,Cuenca/SAN CLEMENTE,PP,,,
10.026685/TO,"MADRIGAL GALLEGO, IRENE",Toledo/UGENA,"MM, MP, PP",,MP,
40.065849/TO,"ÓLEO QUIRÓS, S.L.",Toledo/MASCARAQUE,RW,,,
10.026719/GU,"ORTEGA PEREZ, PABLO ISAAC",Guadalajara/CHECA,PP,,"BL, MP",
14.003389/TO,"MUÑOZ DE LAS HERAS, TOMAS",Toledo/TEMBLEQUE,EPC,,,
40.066215/CR,"PRODUCTOS FLORIDA, S.A.",Ciudad Real/TOMELLOSO,CS,,,
15.008392/CU,"GONZALEZ GARRIDO, RODRIGO",Cuenca/VILLALBA DE LA SIERRA,PP,,,
10.026770/TO,JOSÉ LUIS GANCEDO SL,Toledo/TALAVERA DE LA REINA,RW,,,
10.026792/TO,MOLINO EL CAÑO SL,Toledo/CASTILLO DE BAYUELA,RW,,MP,
15.008409/CR,ORTIZ FRANCO FERNANDO,Ciudad Real/VALDEPEÑAS,PP,,,
40.066636/AB,"ALIMENTARIA CAMPORROSSO, S.L.",Albacete/CHINCHILLA DE MONTE-ARAGON,CS,,,
10.026796/CU,LUJAN BARBERA AMALIA,Cuenca/ENGUIDANOS,"MM, MP, PP",,BL,
14.003398/TO,"AVÍCOLA DORADO, S.L.",Toledo/CONSUEGRA,EPC,,,
10.026806/CR,"LA MAR DEL CHATO, S.L.U.",Ciudad Real/ARENAS DE SAN JUAN,"MM, MP",,,
10.026827/CR,MEGIA CIUDAD CARMEN,Ciudad Real/CALZADA DE CALATRAVA,PP,,MP,
10.026847/CR,"MIQUEL ALIMENTACIO GRUP, S.A.U.",Ciudad Real/CIUDAD REAL,CP,,,
15.008421/CR,CORRALES INIESTA RICARDO,Ciudad Real/HERENCIA,PP,,,
40.067078/GU,"FERNÁNDEZ VARA, ROBERTO",Guadalajara/VILLANUEVA DE LA TORRE,RW,,,
40.067084/CR,"GENERAL MARKETS FOOD IBERICA, S.A.",Ciudad Real/CIUDAD REAL,"CS, RW",,,
40.067117/AB,"EXPORTACIONES LA ROCINA, S.L.",Albacete/ALBACETE,CS,,,
26.018826/AB,"ANGYLOR AB 2018, S.L.U.",Albacete/ALBACETE,PP,,MP,
10.026876/TO,"CARNEXT HERMANOS ALCÁZAR VAL, S.C.",Toledo/VILLATOBAS,PP,,MP,
15.008433/TO,"ANTONIO ROMERO Y ASOCIADOS, C.B.",Toledo/NOBLEJAS,PP,,,
40.067329/AB,TORRECILLAS TEBAR PEDRO JESUS,Albacete/ALBACETE,WM,,,
14.003410/CR,"GRANJA LA MANCHA, S.L.",Ciudad Real/POZUELO DE CALATRAVA,EPC,,,
26.018910/CU,"MERCAJACAR, S.L.",Cuenca/CUENCA,PP,,MP,
10.026931/TO,"NATURPAVO, S.L.",Toledo/BARCIENCE,CS,,,
15.008453/CR,BABIANO JIMENEZ JOSE CARLOS,Ciudad Real/ALMADEN,PP,,,
15.008455/AB,QUESOS VEGASOTUELAMOS S.L.,Albacete/CHINCHILLA DE MONTE-ARAGON,PP,,,
40.068017/TO,AYUNTAMIENTO TALAVERA DE LA REINA,Toledo/TALAVERA DE LA REINA,WM,,,
40.068021/CU,"JAMONES TALAYUELAS, S.L.",Cuenca/TALAYUELAS,RW,,,
15.008464/CU,"LEAL MOTA, S.A.T.",Cuenca/TEBAR,PP,,,
40.068183/AB,"TAHA TURK KEBAB, S.L.U.",Albacete/VILLARROBLEDO,CS,,,
26.019055/CU,"CARNICAS JAREÑAS, S.L.",Cuenca/VILLANUEVA DE LA JARA,PP,,MP,
10.026990/TO,"CÁRNICAS IBERLAE, S.L.",Toledo/SESEÑA,"MM, MP, PP",,MP,
10.026996/CR,ALCOLEA ALCOLEA YOLANDA,Ciudad Real/SOCUELLAMOS,"MM, MP, PP",,MP,
40.068419/CR,ALCOLEA ALCOLEA YOLANDA,Ciudad Real/SOCUELLAMOS,RW,,,
10.026997/CU,"CARNES REJAS, S.L.",Cuenca/SAN CLEMENTE,RW,,,
15.008474/TO,"GARCÍA MARTÍN, ÁLVARO",Toledo/SONSECA,PP,,,
10.027026/TO,"AUTOSERVICIO LA POSADA, S.L.",Toledo/OCAÑA,"CS, CP, MM, MP",,,
10.027027/TO,TASTE HERITAGE SL.,Toledo/TALAVERA DE LA REINA,PP,,MP,
14.003436/CR,"SEINDA PUERTOLLANO, S.L",Ciudad Real/PUERTOLLANO,EPC,,,
40.068756/CR,"PRAXEDES FOODS, S.L.",Ciudad Real/SOCUELLAMOS,CS,,,
12.023485/CR,DEL BURGO SENDARRUBIAS ANTONIO,Ciudad Real/ALMODOVAR DEL CAMPO,CS,,,
40.068961/TO,CASTAÑO ESTRADA JUAN,Toledo/HERRERUELA DE OROPESA,CS,,,
40.068991/AB,"DISTRISAN ALIMENTACION, S.L.",Albacete/ALBACETE,CS,,,
40.069045/AB,"RODRIGUEZ MONTANO, MARÍA VICTORIA",Albacete/VILLAPALACIOS,CS,,,
15.008489/TO,"MONTECITO ARTISAN FOOD, SL",Toledo/CASARRUBIOS DEL MONTE,PP,,,
40.069067/TO,"ELABORACIÓN DE PESCADOS CASAPESCA, SL",Toledo/LOMINCHAR,CS,,,
14.003444/CR,NOMELIMITES SINERGIAS SL,Ciudad Real/HERENCIA,EPC,,,
10.027073/CR,MERINO LOPEZ MARTIN,Ciudad Real/ARGAMASILLA DE ALBA,CS,,,
10.027123/CU,DAT SCHAUB GALLENT SL,Cuenca/TARANCON,PP,,ST,
10.027143/CU,SECADERO DE ALMAGUER S.A.U.,Cuenca/TARANCON,PP,,MP,
12.023576/AB,SORIANO PEREZ ALBERTO,Albacete/CASAS-IBAÑEZ,CS,,,
14.003453/CR,RACIONERO MONTEALEGRE FRANCISCO JAVIER,Ciudad Real/ALCAZAR DE SAN JUAN,EPC,,,
15.008512/CU,"INDUSTRIAS CARNICAS LORIENTE PIQUERAS, S.A.",Cuenca/TARANCON,CS,,,
15.008525/AB,JIMENEZ LUCAS DIEGO,Albacete/ALBACETE,PP,,,
40.069954/CR,"QUESOS TELLEZ, SOCIEDAD LIMITADA",Ciudad Real/ALMAGRO,RW,,,
10.027209/TO,MEAT FIND SL,Toledo/YUNCOS,"CS, CP",,,
26.019581/CR,"DEL BURGO SENDARRUBIAS, ANTONIO",Ciudad Real/ALMODOVAR DEL CAMPO,PP,,,
10.027220/GU,JAMONES DURIBER S.L.U.,Guadalajara/GUADALAJARA,"RW, PP",,MP,
10.027222/CU,CERDÁ DEL RÍO ABEL,Cuenca/VILLALBA DE LA SIERRA,"CS, CP",,,
10.027230/AB,EXPORTACIONES LA ROCINA SOCIEDAD LIMITADA,Albacete/ALBACETE,"CS, PP",,MP,
12.023667/CR,"PESCADOS MORENO, SOCIEDAD LIMITADA",Ciudad Real/ARGAMASILLA DE ALBA,CS,,,
40.070578/AB,ELCONCHEL D`GUSTO S.L.U,Albacete/BALLESTERO (EL),CS,,,
14.003472/TO,GONZALEZ SANCHEZ MARIA MILAGROS,Toledo/ALCOLEA DE TAJO,EPC,,,
26.019699/TO,DIMSEC OBRAS Y SERVICIOS SL,Toledo/ILLESCAS,PP,,MP,
10.027276/TO,SERVICIOS CARNICOS IBERVALUE SL,Toledo/SANTA OLALLA,RW,,MP,
40.070799/AB,FERNANDEZ DEL CERRO VICENTE RODOLFO,Albacete/ALBACETE,RW,,,
10.027292/CR,CASH ECOFAMILIA SL,Ciudad Real/ARGAMASILLA DE CALATRAVA,"MM, MP, PP",,MP,
12.023717/CR,NAVARRO SERRANO LUCIA,Ciudad Real/TOMELLOSO,PP,,,
14.003475/CU,GRUPO AVICOLA RUJAMAR S.L.U.,Cuenca/HONRUBIA,EPC,,,
15.008564/CR,HIDALGO LAGUNA CINTIA,Ciudad Real/PIEDRABUENA,PP,,,
14.003482/AB,ALCAHUT RODENAS MARIA ISABEL,Albacete/MAHORA,EPC,,,
10.027332/TO,"BELL ESPAÑA ALIMENTACIÓN, SLU",Toledo/FUENSALIDA,"RW, PP",,MP,
14.003485/TO,RUBIO CORREDOR PEDRO JOSE,Toledo/MAZARAMBROZ,EPC,,,
15.008587/CR,"QUESOS VILLASIERRA, SOCIEDAD LIMITADA",Ciudad Real/VILLARRUBIA DE LOS OJOS,RW,,,
10.027351/TO,LOS PECADOS DE SAN BERNARDO S.L.,Toledo/PUEBLA DE MONTALBAN (LA),"CP, MM, MP",,,
10.027360/TO,SANCHEZ PEREA MIGUEL ANGEL,Toledo/GALVEZ,RW,,MP,
10.027392/CR,"LLABRIMEN, SOCIEDAD LIMITADA",Ciudad Real/DAIMIEL,CP,,,
10.027415/CR,"COMONTESA, SOCIEDAD LIMITADA",Ciudad Real/PUERTOLLANO,CP,,,
12.023849/CR,PESCADOS MORENO SOCIEDAD LIMITADA,Ciudad Real/MANZANARES,CS,,,
15.008599/TO,LACTEOS MONTELACT SL,Toledo/TALAVERA DE LA REINA,PP,,,
40.072205/CR,HERMANOS AZAÑON DESARROLLO DE APERITIVOS,Ciudad Real/ALCAZAR DE SAN JUAN,RW,,,
10.027441/CR,PRODUCTOS AGROVIN SA,Ciudad Real/ALCAZAR DE SAN JUAN,"RW, PP",,,
