Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
10.07644/P,"SELECTOS DE CASTILLA, S. A.",Palencia/VILLAMARTIN DE CAMPOS,"SH, CP, PP",A,MP,
10.07667/B,CASA MIRÓ S.L.,Barcelona/MATARO,"CS, CP, MM, MP, PP",,"BL, MP, ST",
10.07675/O,"EMBUTIDOS GARCIA GOMEZ, SL",Asturias/PIEDRAS BLANCAS,"CP, MM, MP, PP",,MP,
10.07711/B,COMERCIAL AVICOLA CAN MARESMA SL,Barcelona/ARENYS DE MAR,CP,,,
10.07718/V,"DOLZ ESPAÑA, S.L.",Valencia/València/ALGEMESI,"CS, SH, CP",A,,
10.07726/NA,"KATEALDE ARTESANOS, S.L.",Navarra/ALTSASU/ALSASUA,"CP, PP",,MP,
10.07782/TF,VALENTIN PEÑA CARTAYA S.L.,Santa Cruz de Tenerife/TACORONTE,"SH, CP, MM, MP",A,,
10.07786/P,"INDUSTRIAS CARNICAS SANTA MARINA, S. L.",Palencia/PALENCIA,"CS, CP, MM, MP, PP",,MP,
10.07806/M,DISPORAVE S.L.U.,Madrid/ALCORCON,"CS, CP",,,
10.07813/GE,ANEC DELS PIRINEUS SL,Girona/BESCANO,"CP, MM, MP, PP",,MP,
10.07823/SS,"OLASAGASTI IKUTZA, FCO. JAVIER",Gipuzkoa/ZARAUTZ,"CS, CP",,,
10.07948/SE,EROSUR S.L.,Sevilla/SEVILLA,"CS, CP, PP",,MP,
10.07953/C,"GONZALEZ ESTALOTE Y OTRO,C.B","Coruña, A/MAZARICOS","CS, CP, MM, MP, PP",,MP,
10.08002/SO,"CANARD, S. A.",Soria/ABEJAR,"SH, CP, PP",A,MP,
10.08054/CS,"PRODUCTOS FLORIDA, S.A.",Castellón/Castelló/ALMAZORA/ALMASSORA,"SH, CP, MM, MP, MSM, PP",A,MP,
10.08064/SE,BERNAL MONTERO S.L.,Sevilla/SEVILLA,CP,,,
10.08109/BA,INDUSTRIAS CARNICAS LA SERENA S.A.,Badajoz/VILLANUEVA DE LA SERENA,"CP, MM, MP, PP",,"BL, MP",
10.08122/M,"G. REVILLA, S.A.",Madrid/LEGANES,"CS, CP, MM, MP",,,
10.08135/MA,DISCARSOL S.L.,Málaga/MALAGA,"CP, MM, MP",,,
10.08178/M,KOVO S.A.,Madrid/MADRID,CP,,,ABP
10.08199/BA,"NUÑEZ RICO, JUAN MIGUEL",Badajoz/AZUAGA,"CP, PP",,,
10.08240/A,"SERVIHOTEL, S.L.",Alicante/Alacant/FINESTRAT,"CS, CP, MM, MP",,,
10.08314/M,"FRANCISCO BARATAS E HIJOS, S.L.",Madrid/BOALO (EL),"CP, MM, MP",,,
10.08467/A,"ALMACEN FRIGORIFICO HERMANOS REQUENA, S.L.",Alicante/Alacant/ELDA,"CP, MM, MP, PP",,MP,
10.08485/L,PEDRO GASSO SA,Lleida/TARREGA,"CP, MM, MP",,,
10.08486/B,ALMACEN FRIGORIFICO DISPOLL SA,Barcelona/SANT BOI DE LLOBREGAT,"CS, RW, CP",,PAP,
10.08492/CO,HERMANOS ARIZA TORRALBO S.L.,Córdoba/ENCINAS REALES,"CS, SH, CP, MM, MP, PP",A,"BL, MP",
10.08521/TO,EMBUTIDOS RAUL SL,Toledo/TALAVERA DE LA REINA,"CP, MM, MP, PP",,MP,
10.08586/V,"BON GUST ELABORATS, S.L.",Valencia/València/BENAGUASIL,"CS, RW, CP, MM, MP, PP",,MP,
10.08605/A,"MARTIN Y SANTIAGO, S.L.",Alicante/Alacant/ALICANTE/ALACANT,"CS, CP",,,
10.08664/M,"MANUEL JAQUETE, S.L.",Madrid/MADRID,"RW, CP, MM, MP",,MP,
10.08674/CC,VERAVIC S.L.,Cáceres/CUACOS DE YUSTE,"SH, CP, PP",A,,
10.08698/J,JUAN LOPEZ LOPEZ S.L.,Jaén/BEGIJAR,CP,,,
10.08725/MU,"JOSE SANCHEZ SANCHEZ Y OTROS, C.B.",Murcia/BENIEL,CP,,,
10.08751/B,M. VILAMALA SL,Barcelona/TARADELL,"CP, MM, MP, PP",,MP,
10.08904/TF,MATADERO INSULAR DE TENERIFE. S.A.,Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,"SH, CP","R, P, B, C, O, L",,
10.08908/TO,INDUSTRIAS CARNICAS TALAVERA S.L.,Toledo/TALAVERA DE LA REINA,"CP, MM, MP, PP",,MP,
10.08909/A,"AVICOLA ELCHE, S.L.",Alicante/Alacant/ELCHE/ELX,"CS, CP",,,
10.08943/GC,CABILDO INSULAR DE LANZAROTE,"Palmas, Las/ARRECIFE",SH,"P, B, C, O, L",,
10.08946/IB,"COMERCIAL MALLORQUINA DE CARNES, SLU",Islas Baleares/PALMA,"CS, CP, MM, MP",,,
10.08948/PM,AVICOLA MANACOR SA,Palma de Mallorca/MANACOR,"RW, CP",,,
10.09074/SE,PEDRO GONZALEZ DE LUIS S.L.,Sevilla/SEVILLA,CP,,,
10.09090/SE,SANTA CLARA ALIMENTACION S.L.,Sevilla/SEVILLA,"CS, CP, MM, MP",,,
10.09098/GR,ALGARRA Y ORTEGA S.L.,Granada/GRANADA,"CS, CP, PP",,MP,
10.09138/SS,DISTRIBUCIONES ZAMORA S.L.,Gipuzkoa/IRUN,CP,,,
10.09270/M,DISTRIB. AVICOLAS ALIMENTARIAS HERAS DEL,Madrid/FUENLABRADA,"CP, MM, MP",,,
10.09398/AB,"CUNICULTURA DE LA MANCHUELA, S.L.",Albacete/VILLAMALEA,"SH, CP",L,,
10.09410/M,"GOMEZ VEGA, S.L.",Madrid/COLLADO VILLALBA,CP,,,
10.09414/GR,CARNICERIAS FRANCISCO GARCIA BULLEJOS S.L.,Granada/GRANADA,"CP, MM, MP, PP",,MP,
10.09417/TE,S.A.T.8403 INDUSTRIALIZACIÓN DEL CONEJO,Teruel/VALDERROBRES,"SH, CP, MM, MP",L,,
10.09433/LE,EMBUTIDOS J. FERNANDEZ S. L.,León/VALDERAS,"CP, MM, MP, PP",,MP,
10.09440/SO,"DISTRIBUCIONES DISGAR SORIA, S.L.",Soria/SORIA,CP,,,
10.09446/M,"DISTRIBUCIONES HIDALGO, S.L.",Madrid/ALPEDRETE,"CP, MM, MP",,,
10.09455/GE,CARNS VILA SL,Girona/CORNELLA DEL TERRI,"RW, CP, MM, MP, PP",,MP,
10.09464/V,"SAFOR FRET, S.A.",Valencia/València/DAIMUS,CP,,,
10.09555/A,"AVES ASPE, S.L.",Alicante/Alacant/ASPE,"CS, SH, CP",A,,
10.09573/AB,"DISTRIBUIDORA AVIPER, S.L.",Albacete/HELLIN,"CP, MM, MP, PP",,MP,
10.09576/AB,"DISTRIBUCIONES SANTOS, S.L.",Albacete/HELLIN,"CS, CP, MM, MP",,,
10.09620/T,AVICOLA DE LLEIDA SA,Tarragona/VILAVERD,"CS, CP",,,
10.09649/PM,"COMPANATGE, S.L.",Palma de Mallorca/SANTA EULARIA DES RIU,"CP, PP",,MP,
10.09883/B,PLANS CRIBALLES SL,Barcelona/TORELLO,"CP, MM, MP, PP",,MP,
10.09894/BI,"GESTORA CUNICOLA NORTE, S.L.",Bizkaia/MUNGIA,"CS, SH, CP",L,,
10.09899/MU,CARNICAS CAVILA S.L.,Murcia/CARAVACA DE LA CRUZ,CP,,,
10.09927/B,CARNS I EMBOTITS LLUMA SL,Barcelona/BERGA,"CP, MM, MP, PP",,MP,
10.09931/B,AVICOLA I RAMADERA CASELLAS SA,Barcelona/VIC,CP,,,
10.09998/B,SUBIRATS CARNS I DERIVATS SL,Barcelona/BIGUES I RIELLS,"CS, CP, MM, MP",,,
10.10027/CS,"CARNES EL ABUELO 1975, S.L.",Castellón/Castelló/CASTELLON DE LA PLANA/CASTELLO DE LA PLANA,"CP, MM, MP, PP",,MP,
10.10033/BU,"DEMANDA VACUNO, S.L.",Burgos/BURGOS,"CS, CP, MM, MP, PP",,MP,
10.10075/MU,"POLLOS MAYOR, S.L.",Murcia/SANGONERA LA SECA,CP,,,
10.10109/V,"PAVO Y DERIVADOS, S.A. (PADESA)",Valencia/València/VALENCIA,CP,,,
10.10182/O,"DISTRIBUIDORA DE CARNES DE NOREÑA, SL",Asturias/NOREÑA,"CS, RW, CP, MM, MP",,MP,
10.10185/M,CARNES ROJAS DE LOS PICOS DE EUROPA S.L.,Madrid/MADRID,"CP, MM, MP",,,
10.10215/B,CONFIALIMENTS TER SL,Barcelona/MASIES DE VOLTREGA (LES),"CP, MM, MP",,,
10.10222/V,"CABELLO MORENO, JUAN",Valencia/València/CANALS,SH,L,,
10.10235/PM,"HERMANAS BUADES, SA",Palma de Mallorca/COLL DE''N RABASSA (ES),CP,,,
10.10263/LO,MANGADO MARTINEZ S.L.,"Rioja, La/PRADEJON",SH,L,,
10.10280/B,FRIOLISA SA,Barcelona/BARCELONA,"CP, MM, MP",,,
10.10322/A,"HERMANOS SANCHEZ ROLDAN , S.L.",Alicante/Alacant/ELCHE/ELX,"CP, MM, MP, PP",,MP,
10.10331/T,FRINOE 1994 SL,Tarragona/LLORENÇ DEL PENEDES,"CS, CP, MM, MP, PP",,MP,
10.10362/V,SELECCION CARNICOS S.L.,Valencia/València/ALGEMESI,"CS, CP, MM, MP, PP",,MP,
10.10403/B,VIÑALS GOURMET SL,Barcelona/ARGENTONA,"RW, CP",,MP,
10.10421/GC,CABILDO INSULAR DE FUERTEVENTURA,"Palmas, Las/PUERTO DEL ROSARIO",SH,"P, B, C, O, L",,
10.10459/V,"CARNICAS VIMAR, S.L.",Valencia/València/ALAQUAS,"CS, CP, MM, MP, PP",,MP,
10.10462/PM,"HIPER MANACOR, SA",Palma de Mallorca/EIVISSA,"CP, PP",,MP,
10.10493/A,"ALBALADEJO Y GONZALEZ, S.L.",Alicante/Alacant/TORREVIEJA,"CP, MM, MP, PP",,MP,
10.10562/B,CANSALADERIES I XARCUTERIES ANTON SL,Barcelona/VILAFRANCA DEL PENEDES,"CP, MM, MP, PP",,MP,
10.10566/VA,"COMERCIAL MANZANARES VILLALON, S.A.",Valladolid/VILLALON DE CAMPOS,CP,,,
10.10571/MU,"JOSE RAMON HERRERO SANCHEZ, S.L.",Murcia/RAAL (EL),"CS, CP",,,
10.10601/PM,"HIPER MANACOR, S.A.",Palma de Mallorca/MANACOR,"CP, MM, MP, PP",,MP,
10.10612/B,CARNS GERMANS FITE SL,Barcelona/CORNELLA DE LLOBREGAT,"CP, MM, MP",,,
10.10656/MA,INDUSTRIAS CARNICAS ARENAS S.L.,Málaga/MARBELLA,"CS, CP, MM, MP",,,
10.10732/B,"OLIVELLA CRUZ, MONTSE",Barcelona/CASTELLVI DE LA MARCA,SH,A,,
10.10758/BI,"DISTRIBUCION ALIMENTOS PERECEDEROS BELAKO, S.L.",Bizkaia/ZAMUDIO,"CS, RW, CP, MM, MP",,,
10.10787/SE,VIDACARNE SERVICIOS S.L.U.,Sevilla/ARAHAL,"CP, MM, MP, PP",,MP,
10.10832/B,MESBO SL,Barcelona/CARDEDEU,"CP, MM, MP, PP",,MP,
10.10833/SS,"CARNICAS TALAIA, S.L.",Gipuzkoa/OIARTZUN,"CS, CP, MM, MP",,,
10.10874/VI,"DERIVADOS DE AVES Y CONEJOS, S.L.",Araba/Álava/VITORIA-GASTEIZ,"CP, MM, MP, PP",,MP,
10.10883/J,INDUSTRIAS CARNICAS SANCHEZ SALIDO S.L.L.,Jaén/MANCHA REAL,"CP, MM, MP",,,
10.10911/VI,"CARNICAS SAENZ, S.L.",Araba/Álava/VITORIA-GASTEIZ,"CS, RW, CP, MM, MP",,MP,
10.10912/BI,"OILASKO BERRIAK, S.L.",Bizkaia/ZAMUDIO,"CP, MM, MP",,,
10.10970/MA,CARNES SILVESTRE AGUILAR S.L.,Málaga/ESTEPONA,"CS, CP",,,
10.10971/BI,"HARAKINTZA, S. COOP. LTDA.",Bizkaia/BILBAO,"CP, MM, MP, PP",,MP,
10.10973/BI,"BURUTXAGA HARAKINTZAK, S.L.",Bizkaia/BILBAO,"CS, CP, MM, MP",,,
10.10978/BI,"GELA BIZKAIA, S.A.",Bizkaia/BILBAO,"CP, MM, MP",,,
10.11003/BI,"SERVICARFRES, S.L.",Bizkaia/BILBAO,"CS, RW, CP, MM, MP",,MP,
10.11105/B,AVATAR DUCK SL,Barcelona/VILAFRANCA DEL PENEDES,CP,,,
10.11118/V,"ROBERTO DOMENECH, S.L.",Valencia/València/VALENCIA,"CP, MM, MP, PP",,MP,
10.11124/GE,"PALAHI FIGUERAS, JOAQUIMA",Girona/SANT GREGORI,"SH, CP",A,,
10.11169/LE,"INDUSTRIAS CARNICAS PRIETO LOPEZ, S. L.",León/CUETO,"CP, MM, MP, PP",,MP,
10.11172/TO,"HERMANOS RIOJA MARTIN, C.B.",Toledo/SANTA OLALLA,CP,,,
10.11199/OR,"ANADES GALICIA, S.L.",Ourense/VILARDEVOS,"SH, CP, PP",A,MP,
10.11209/AB,"AVICOLAS TENDERO, S.L.",Albacete/RODA (LA),"CS, CP",,,
10.11241/GR,JOSE ANTONIO ARCO LOPEZ S.L.,Granada/GRANADA,"CS, CP, PP",,MP,
10.11269/GE,AVIRAM SELGAS SL,Girona/RIBES DE FRESER,"CP, MM, MP",,,
10.11274/B,DISTRIBUCIONES ENRIC SERRES SL,Barcelona/BARCELONA,"CP, MM, MP",,,
10.11277/B,AGUSTI COLL SA,Barcelona/BARCELONA,"CS, CP",,,
10.11295/PM,"AVES CHICO, SL",Palma de Mallorca/SANT ANTONI DE PORTMANY,"CP, MM, MP",,,
10.11306/MA,SOCIEDAD COOPERATIVA ANDALUZA AVECAN,Málaga/CAMPILLOS,"CS, CP, MM, MP, PP",,MP,
10.11376/PO,"LAGUARDIST, S.L.",Pontevedra/GUARDA (A),"CS, CP",,,
10.11393/J,AVES Y HUEVOS VARJAS S.L.,Jaén/TORREDELCAMPO,"RW, CP, MM, MP",,,
10.11410/GE,"CORNELLA GERONES, JOSEP",Girona/CELLERA DE TER (LA),"CS, SH, CP",A,,
10.11434/MA,GRUPO CARNICO DACRISA S.L.,Málaga/MALAGA,"CS, CP, MM, MP",,,
10.11443/SS,"LUMAGORRI, S.L.",Gipuzkoa/ZERAIN,"SH, CP, PP",A,,
10.11524/PO,"LAGO AVES HUEVOS Y CAZA, S.A.",Pontevedra/PONTEVEDRA,"CS, RW, CP, MM, MP, MSM, PP",,MP,
10.11549/CS,S.A.T. PENYAGOLOSA Nº 9581,Castellón/Castelló/LUCENA DEL CID,"SH, CP",L,,
10.11579/MU,"AVICOLA VIRGEN DEL PASICO, S.L.",Murcia/TORRE-PACHECO,"CS, CP, PP",,MP,
10.11634/TF,"Toledo Impormit, S.L.",Santa Cruz de Tenerife/ARAFO,"CS, CP, MM, MP, PP",,MP,
10.11648/SE,ATACHO S.L.,Sevilla/PILAS,"CS, CP, MM, MP, PP",,MP,
10.11655/GE,PROGUST SL,Girona/RIUDELLOTS DE LA SELVA,"CP, PP",,MP,
10.11770/LU,"ABASTECIMIENTOS COMERCIALES CHOUSA LAMEIRO, S.L.",Lugo/LUGO,"CS, CP, MM, MP",,,
10.11777/NA,"AN AVICOLA MELIDA, S.L.",Navarra/MELIDA,"CS, SH, CP, MM, MP, MSM, PP",A,MP,ABP
10.11793/OU,CARNICAS JR REQUENO S.L.,Ourense/OURENSE,"CP, MM, MP",,,
10.11856/M,"SEDIASA ALIMENTACION, S.A.",Madrid/RIVAS-VACIAMADRID,"CP, MM, MP, PP",,MP,
10.11867/GE,JAUME FERRER I FILLS SL,Girona/FIGUERES,CP,,,
10.11884/O,MENUDOS Y CARNES SL,Asturias/TABAZA,"CS, CP, MM, MP",,,
10.11892/CR,"CARNICERIA TANIA, SOCIEDAD LIMITADA",Ciudad Real/SANTA CRUZ DE MUDELA,"CP, PP",,MP,
10.11902/B,COMERCIAL ERLISO SL,Barcelona/HOSPITALET DE LLOBREGAT (L'),CP,,,
10.11904/T,PAVIDOLS ELABORACIÓN Y DISTRIBUCIÓN DE CARNES SLU,Tarragona/AMPOSTA,"CP, MM, MP, PP",,MP,
10.11907/L,CARNS I ELABORATS DEL SOLSONES SL,Lleida/SOLSONA,"CP, MM, MP, PP",,MP,
10.11920/CA,DISTRIBUCIONES AVICOLAS FRANGAR S.L.,Cádiz/JEREZ DE LA FRONTERA,"CS, CP",,,
10.11921/CO,COMERCIAL PIEDRA TRUJILLO S.L.,Córdoba/CORDOBA,"RW, CP, MM, MP",,MP,
10.11934/J,INDUSTRIAS CARNICAS CRIADO BARCENAS S.L.,Jaén/ANDUJAR,"CS, RW, CP, MM, MP, PP",,MP,
10.11935/LU,"VILLAR Y LOSADA, S.A.",Lugo/FOZ,"CS, CP",,,
10.11947/J,TOLEDANO EMBUTIDOS Y PRECOCINADOS S.L.,Jaén/JAEN,"CP, MM, MP, PP",,MP,
10.11959/S,CARNICAS JUAN JOSE HERNANDEZ S.L.,Cantabria/CACICEDO,"CS, CP",,,
10.11961/SS,"ABERE, S.L.",Gipuzkoa/DONOSTIA/SAN SEBASTIAN,"CS, CP, MM, MP",,,
10.11997/M,"CARMAJA, S.L.",Madrid/DAGANZO DE ARRIBA,"CP, MM, MP",,,
10.11998/M,DISTRIBUCIONES AVICOLAS SAN BERNARDO S.L.,Madrid/RIVAS-VACIAMADRID,"CP, MM, MP",,,
10.12009/L,DELICIES DE L'ANEC SL,Lleida/PREIXANA,"SH, CP, PP",A,MP,
10.12050/CR,"PRODUCTOS AVICOLAS DE DAIMIEL, S.A.",Ciudad Real/DAIMIEL,"CS, CP",,,
10.12052/O,COOPERATIVA DE AGRICULTORES GIJÓN SOCIEDAD COOPERATIVA ASTUR,Asturias/GIJON/XIXON,"CS, CP, MM, MP, PP",,MP,
10.12053/Z,LAGUARDIA ALONSO S.L.,Zaragoza/MUELA (LA),"CP, MM, MP",,,
10.12112/M,COMERCIAL BENCAR S.L.,Madrid/FUENLABRADA,"RW, CP, MM, MP, PP",,MP,
10.12114/M,EL AHORRO DEL POLLO S.L.U.,Madrid/VILLAREJO DE SALVANES,"CS, CP",,,
10.12136/B,"RIBES DE GREGORIO, JORDI",Barcelona/BARCELONA,"CS, CP, PP",,MP,
10.12145/B,CARNICAS HNOS. MOTOS SL,Barcelona/POLINYA,"CP, PP",,MP,
10.12168/PM,"DISCAGRAN, SL",Palma de Mallorca/COLL DE''N RABASSA (ES),"CP, MM, MP",,,
10.12197/SG,RICARDO HERRERO ALBEROLA,Segovia/LASTRILLA (LA),"CS, CP",,,
10.12208/A,CARNES Y EMBUTIDOS J. MARTINEZ S.L.,Alicante/Alacant/ELCHE/ELX,"CP, MM, MP, PP",,MP,
10.12228/B,CARNS AUSIO RIFA SL,Barcelona/TONA,"CS, CP, MM, MP, PP",,MP,
10.12232/CA,POLLOS BARRERA S.L.U.,Cádiz/PUERTO SERRANO,"CP, MM, MP",,,
10.12321/M,"AVIMAHER, S.A.",Madrid/CAMARMA DE ESTERUELAS,"CP, MM, MP, PP",,MP,
10.12349/L,MASIA ARTESANA SLU,Lleida/BORGES BLANQUES (LES),"CP, MM, MP, PP",,MP,
10.12367/IB,"TUCARN, SL",Islas Baleares/COLL DE''N RABASSA (ES),"CS, CP, MM, MP, PP",,MP,
10.12421/GE,CARNICS BLANES 2018 SL,Girona/LLORET DE MAR,"CP, MM, MP, PP",,MP,
10.12510/B,AVIRAM CARBONELL SL,Barcelona/VILANOVA I LA GELTRU,"CP, MM, MP",,,
10.12513/CR,"TIENDAS ORGAL, S.L.",Ciudad Real/ALCAZAR DE SAN JUAN,"CP, MM, MP, PP",,MP,
10.12550/S,EMBUTIDOS EL FARO S.A.,Cantabria/CORRALES DE BUELNA (LOS),"CS, CP, MM, MP, PP",,"BL, MP",
10.12570/MU,DASUR S.C.L.,Murcia/TORRE-PACHECO,"CS, CP, MM, MP",,,
10.12578/M,"AVICOLA SEGOVIANA, S.L.",Madrid/VILLAVICIOSA DE ODON,"CS, CP",,,ABP
10.12691/B,XARCUTERIA IBAÑEZ SL,Barcelona/IGUALADA,"CS, RW, CP, MM, MP, PP",,MP,
10.12746/MA,ROMAN Y MARTOS S.L.,Málaga/MALAGA,"CS, CP, MM, MP, PP",,MP,
10.12757/V,"CARNICAS BODI, S.L.",Valencia/València/MASSAMAGRELL,"CP, MM, MP, PP",,MP,
10.12758/TO,"CÁRNICAS TORRECAZA, SL.",Toledo/TORRIJOS,"CP, GHE, MM, MP","wU, wG",,
10.12801/TF,EXCELENTISIMO CABILDO INSULAR DE LA PALMA,Santa Cruz de Tenerife/PASO (EL),SH,"P, B, C, O, L",,
10.12897/P,"PRODUCTOS CARNICOS DEL CARRION, S.L.",Palencia/PALENCIA,"CS, CP, MM, MP",,,
10.12908/B,ALBA-VALLES SL,Barcelona/VILANOVA I LA GELTRU,"CS, CP, MM, MP",,,
10.12990/B,L'ANEC 5 AGLANS SCP,Barcelona/SANTA MARIA DE MERLES,"SH, CP, PP",A,MP,
10.13072/V,"TORRES GOMEZ, EMILIO",Valencia/València/ZARRA,"CS, CP",,,
10.13078/CR,"EL OBRADOR DE LA MANCHA, S.L.",Ciudad Real/PEDRO MUÑOZ,"CP, MM, MP, PP",,MP,
10.13107/T,SALVADOR PÀMIES SL,Tarragona/REUS,"CS, CP, MM, MP, PP",,MP,
10.13209/B,GOGAR DELICIES SL,Barcelona/SANTA EULALIA DE RONÇANA,"CS, CP, PP",,MP,
10.13216/GC,EXCMO CABILDO INSULAR DE GRAN CANARIA,"Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",SH,"R, P, A, B, C, O, L",,
10.13258/SG,ANGEL LAZARO MAYORAL,Segovia/SEGOVIA,"CP, MM, MP",,,
10.13366/LU,"MARTINEZ COUTADO, S.L.",Lugo/MONFORTE DE LEMOS,CP,,,
10.13396/IB,"JAIME TORRANDELL, SA",Islas Baleares/COLL DE''N RABASSA (ES),"CS, CP",,,
10.13445/H,CARNES BAÑEZ S.A.,Huelva/SAN JUAN DEL PUERTO,"RW, CP, MM, MP",,,
10.13452/GE,ELABORATS SANT JOAN SL,Girona/SANT JOAN LES FONTS,"CP, MM, MP, PP",,MP,
10.13475/SS,"INDUSTRIAS CARNICAS GUIPUZCOANAS, S.L. (INCARGI)",Gipuzkoa/ANDOAIN,"CS, CP, MM, MP",,,
10.13530/Z,UNION DE POLLEROS DE ARAGON S.L. UPASA,Zaragoza/ZARAGOZA,"CS, CP",,,
10.13538/B,EL BRICALLER SL,Barcelona/RUBI,"RW, CP",,MP,
10.13565/M,"RAMIRO JAQUETE, S.A.",Madrid/TRES CANTOS,"CP, MM, MP, PP",,MP,
10.13571/A,"AVECOX, S.L.",Alicante/Alacant/COX,"CS, CP",,,
10.13596/SE,CARNICAS EL LIMERO S.C.,Sevilla/ECIJA,"CP, MM, MP, PP",,MP,
10.13599/SE,DESIDERIO RODRIGUEZ S.L.U.,Sevilla/MORON DE LA FRONTERA,"CS, RW, CP, MM, MP",,MP,
10.13623/V,"GILABERT MIÑANA, JOAQUIN",Valencia/València/GANDIA,"CS, CP",,,
10.13627/AB,"CARNICAS ALBACETEÑAS, S.L.",Albacete/ALBACETE,"CS, RW, CP, MM, MP, PP",,"BL, MP",
10.13647/NA,"HERMANOS VALENCIA GIL, S.L.",Navarra/BARBATAIN,"CS, CP, MM, MP, PP",,MP,
10.13685/PM,AJUNTAMENT DE CIUTADELLA,Palma de Mallorca/CIUTADELLA DE MENORCA,SH,A,,
10.13686/SG,POVESA,Segovia/HONTORIA,"CS, CP",,,
10.13776/M,"DISTRIBUCIONES AVICOLAS MONTEMAYOR, S.L.",Madrid/MADRID,"CS, CP",,,
10.13783/O,ALIMERKA SA,Asturias/CASTIELLO,"CP, MM, MP",,,
10.13819/O,EMBUTIDOS NATURALES ASTURIANOS S.L.,Asturias/NOREÑA,"CS, CP, MM, MP, PP",,MP,
10.13841/GE,CARNS PEROT SL,Girona/SANT JOAN LES FONTS,"CP, MM, MP, PP",,MP,
10.13846/J,DISTRIBUCIONES PEDRO GAMEZ S.L.,Jaén/JAEN,CP,,,
10.13882/L,AVIRAMS I CONILLS ARANESA SL,Lleida/LLEIDA,"CS, CP",,,
10.13906/GE,"PLANELLA PEITIVI, JAUME I ALTRE",Girona/VILALLONGA DE TER,"SH, CP",A,,
10.14015/Z,EDIFICACIONES RAPIDAS S.L,Zaragoza/AGUARON,"SH, CP",A,,
10.14061/CC,POLLOS ROMAN S.L.,Cáceres/MALPARTIDA DE CACERES,"CP, MM, MP",,,
10.14074/M,"FERJAMA, S.A.",Madrid/MADRID,"RW, CP",,,
10.14089/GE,INDUANEC SL,Girona/BESCANO,"SH, CP, PP",A,MP,
10.14095/AB,"HERMANOS CASTILLO ALVARADO, S.L.",Albacete/HELLIN,"CS, CP, MM, MP, PP",,MP,
10.14098/TO,CARSADES. S.L.U.,Toledo/SONSECA,"CP, GHE, MM, MP, PP","wU, wG",MP,
10.14150/HU,"CABRERO E HIJOS, S.A .",Huesca/HUESCA,"CP, MM, MP, PP",,MP,
10.14171/CO,SAMOA ALIMENTACION S.L.,Córdoba/CORDOBA,"CS, CP, MM, MP",,,
10.14172/LE,"HERMANOS OBLANCA, S.L.",León/CAMPONARAYA,"CS, SH, CP, MM, MP",A,,
10.14184/GR,SUPERMERCADOS DANI S.L.,Granada/ARMILLA,"CS, CP, PP",,MP,
10.14288/C,"DISTRIBUIDORA DE AVES HI.CA.RA.,S.L","Coruña, A/CAMBRE",CP,,,
10.14329/T,CUNIESPLUGA SL,Tarragona/ESPLUGA DE FRANCOLI (L'),"CS, RW, SH, CP",L,,
10.14342/GC,"Carnes selectas Canarias 2000, S.L.","Palmas, Las/TELDE","CS, RW, CP, MM, MP, PP",,MP,
10.14377/A,"CARNICAS CAMPANILLA, S.L.",Alicante/Alacant/SAN VICENTE DEL RASPEIG/SANT VICENT DEL RAS,"CS, RW, CP, MM, MP",,MP,
10.14437/GE,CARNS DE LA COOP VALL D'EN BAS SC,Girona/VALL D'EN BAS (LA),"RW, CP, MM, MP",,MP,
10.14454/J,"ASOCIACION PROVINCIAL PRO MINUSVALIDOS PSIQUICOS ""APROMPSI""",Jaén/MENGIBAR,SH,L,,
10.14455/MA,ANTONIO DOMINGUEZ JIMENEZ S.L.,Málaga/BENAOJAN,"CS, CP, PP",,MP,
10.14507/VA,"EMBUTIDOS OLANDIA-NANCLARES, S. L.",Valladolid/BOLAÑOS DE CAMPOS,"CP, MM, MP, PP",,MP,
10.14518/CU,"CESAR Y GREGORIO RAMIREZ, S.L.L.",Cuenca/CUENCA,"CS, CP, MM, MP, PP",,MP,
10.14547/M,"DISTRIBUCIONES CÁRNICAS HIDALGO, S.L.",Madrid/MORALEJA DE ENMEDIO,"CS, CP, MM, MP, PP",,MP,
10.14560/SE,PICOTEOS 2015 S.L.,Sevilla/SAN JOSE DE LA RINCONADA,"CS, CP, MM, MP, PP",,MP,
10.14569/V,"COMIAVE, S.L.",Valencia/València/CATARROJA,"CS, CP, MM, MP",,,
10.14612/HU,"DERIVADOS CÁRNICOS MONEGROS, S.L",Huesca/SARIÑENA,"CP, MM, MP, PP",,MP,
10.14636/MA,HUEVOS Y CARNES MALAGA S.L.,Málaga/MALAGA,"CS, CP",,,
10.14696/CA,CARNICAS URBANO S.L.,Cádiz/ALGECIRAS,"CS, CP, GHE, MM, MP, PP","wL, wA, wU, wG",MP,
10.14721/SO,"JOSE ANTONIO MARTINEZ DIEZ, S. L.",Soria/SORIA,CP,,,
10.14744/AB,"CUNICULTURA INDUSTRIAL DE HELLIN, S.L.",Albacete/CAÑADA DE AGRA,"SH, CP",L,,
10.14761/SE,CARNICAS Y ELABORADOS SERRANO S.L.,Sevilla/ECIJA,"RW, CP, MM, MP, PP",,MP,
