Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
40.18998/B,"ELAN FOODS, S.L.",Barcelona/RIPOLLET,CS,,,
10.18159/B,"MARZO SALAS, FERMIN",Barcelona/HOSPITALET DE LLOBREGAT (L'),"MM, MP, PP",,MP,
10.18160/B,CARNICAS DOMINGUEZ SA,Barcelona/BARBERA DEL VALLES,PP,,MP,
40.19018/B,CONGELADOS ROJO SL,Barcelona/CORNELLA DE LLOBREGAT,CS,,,
40.19020/B,0 PUNT 7 VALLES SA,Barcelona/LLINARS DEL VALLES,CS,,,
40.19021/GE,L'OU DE L'ESTANY SL,Girona/SERINYA,CS,,,
12.14057/B,FRIME SAU,Barcelona/BARCELONA,"WM, FFP",,,
40.19025/B,COMERCIAL GRILLO SL,Barcelona/SABADELL,CS,,,
40.19026/L,GRUP ALIMENTARI 3G SL,Lleida/MONTFERRER I CASTELLBO,CS,,,
40.19027/L,JOVE VIÑES SL,Lleida/CAMARASA,CS,,,
40.19029/T,ARAGONES TRANSPORTS SA,Tarragona/CONSTANTI,CS,,,
26.07900/GE,COLLS CARRERAS SL,Girona/VIDRERES,PP,,MP,
26.07912/B,TINK-1000 SCP,Barcelona/PINEDA DE MAR,PP,,MP,
40.19094/B,JAMONES FELIX SL,Barcelona/RUBI,"CS, RW",,,
10.18235/B,EMBUTITS NIETO SL,Barcelona/MONTMELO,"MM, MP, PP",,MP,
26.07933/B,EMBUTITS NIETO SL,Barcelona/MONTMELO,PP,,MP,
26.07934/B,"HILL MONTES, JOSEP LLUÍS",Barcelona/VILANOVA I LA GELTRU,PP,,MP,
40.19167/B,EMBUTITS NIETO SL,Barcelona/MONTMELO,CS,,,
10.18270/L,MURGACA SA,Lleida/BALAGUER,"CS, CP, MM, MP",,,
10.18315/B,"GALIMANY BERTRAN, EVA",Barcelona/AVINYONET DEL PENEDES,"MM, MP, PP",,MP,
12.14221/B,ACEMLO BARCELONA SL,Barcelona/BARCELONA,RW,,,
40.19248/B,COMERCIAL LLUIS ROSQUELLAS SL,Barcelona/VIC,"CS, RW",,,
10.18398/GE,COMCO SA,Girona/CELRA,CS,,,
40.19393/B,VALERO VALLES SL,Barcelona/TERRASSA,CS,,,
40.19394/B,PEDRO VALERO SCP,Barcelona/TERRASSA,CS,,,
10.18434/GE,EMBUTIDOS MONTSA SA,Girona/OLOT,RW,,MP,
10.18438/GE,Q-ALIMENT ALIMENTACIO SL,Girona/MONT-RAS,"CS, CP, MM, MP",,,
14.02391/B,GRANGES FRAUCA SOLSONA SL,Barcelona/BARCELONA,CS,,,
26.08039/T,CUINA GESTIO SL,Tarragona/REUS,PP,,MP,
40.19419/L,"AVICSA, SABORS SELECTES, SL",Lleida/LLEIDA,CS,,,
40.19426/B,GIRBAU Y MARTI MATADERO DE AVES SA,Barcelona/RIPOLLET,CS,,,
40.19428/B,PLADIMER SL,Barcelona/BERGA,CS,,,
12.14413/B,"GRUP GIRO SOLER, SL",Barcelona/OLERDOLA,CS,,,
14.02397/L,EMBOTITS ESTERRI SLU,Lleida/ESTERRI D'ANEU,CS,,,
10.18523/B,RAMADERS DE MUNTANYA DEL BERGUEDÀ SCCL,Barcelona/BERGA,"CS, CP, MM, MP",,,
26.08100/B,ALIMENTÀRIA CÀRNICA CASSERRES SLU,Barcelona/VIC,PP,,MP,
40.19583/T,PAÑO FRUITS SL,Tarragona/ALCOVER,RW,,,
40.19589/B,"BEGUDES MANRESANES, SA",Barcelona/MANRESA,CS,,,
40.19598/B,PESCADOS SEPAL SL,Barcelona/BARCELONA,CS,,,
40.19599/B,HISPANO ITALIANA DE CHARCUTERIA SL,Barcelona/SABADELL,CS,,,
40.19600/B,DETALLISTAS UNIDOS SA,Barcelona/BARBERA DEL VALLES,CS,,,
40.19602/B,ASIAN POWERS SL,Barcelona/BARCELONA,CS,,,
40.19606/B,"FARRE BUJALDON, SANDRA",Barcelona/CABANYES (LES),CS,,,
40.19607/B,SOCIEDAD ARTESANA UNICOMERCIAL COMESTIBLE SL,Barcelona/BARCELONA,CS,,,
40.19611/GE,GIBARFRED SL,Girona/RIUDELLOTS DE LA SELVA,CS,,,
40.19614/GE,CARNIQUES CADI LA TOSA SL,Girona/PUIGCERDA,CS,,,
10.18593/T,CARNIQUES PALAU SL,Tarragona/VILA-SECA,"CS, CP, MM, MP",,,
10.18596/GE,KIKU SL,Girona/SANT FELIU DE GUIXOLS,"CP, MM, MP, PP",,MP,
26.08146/L,EXQUISITARIUM SL,Lleida/OLIANA,PP,,MP,
40.19680/B,COMERCIAL RESTODA SL,Barcelona/CARDEDEU,CS,,,
40.19682/T,GENERAL MARKETS FOOD IBERICA SAU,Tarragona/AMPOSTA,"CS, RW",,,
10.18642/B,EMBOTITS VALL DEL GES SL,Barcelona/SANT PERE DE TORELLO,"MM, MP, PP",,MP,
26.08180/B,FIRA INTERNACIONAL DE BARCELONA,Barcelona/BARCELONA,PP,,MP,
10.18673/T,ALIMENTBARNA SL,Tarragona/REUS,"SH, CP",A,,
40.19805/B,DISTRIBUCIO PRIMERA QUALITAT SL,Barcelona/BARCELONA,CS,,,
14.02413/GE,ECO PARADIS SL,Girona/MAIA DE MONTCAL,EPC,,,
10.18730/L,PASTIFICIO SERVICE SL,Lleida/LLEIDA,"CS, CP",,,
10.18732/GE,MIR CB,"Girona/CRUÏLLES, MONELLS I SANT SADURNI DE L'HEURA","SH, CP",P,,
14.02417/L,"BERGE ARMENGOL, JULIO",Lleida/BELLCAIRE D'URGELL,EPC,,,
26.08244/B,MARESMAR SL,Barcelona/BARCELONA,PP,,MP,
26.08252/L,SERVI CIRE I SL,Lleida/CERVERA,PP,,MP,
26.08257/GE,DENFORD PIZZAS SL,Girona/BISBAL D'EMPORDA (LA),PP,,MP,
40.19926/B,KBO ALIMENTS SL,Barcelona/ABRERA,CS,,,
40.19935/B,CUIXOTS GIRONELLA SL,Barcelona/BARCELONA,CS,,,
40.19946/L,IBERECO PRODUCCIONES ECOLOGICAS SL,Lleida/SEROS,CS,,,
40.19947/B,DISTRIBUCIONES POHER SA,Barcelona/CABRERA DE MAR,CS,,,
40.19959/B,CARROS 2000 SL,Barcelona/HOSPITALET DE LLOBREGAT (L'),CS,,,
40.19966/B,TRANSPORTES GARCIA VILLALOBOS SA,Barcelona/SANT ESTEVE SESROVIRES,CS,,,
40.19967/GE,DENFORD PIZZAS SL,Girona/BISBAL D'EMPORDA (LA),CS,,,
10.18782/B,JAMONES ARTESAN 2002 SL,Barcelona/BARCELONA,CS,,,
12.14676/B,GESTION ELABORACION Y SERVICIOS SA,Barcelona/BARCELONA,"CS, PP, FFP",,,
40.20007/GE,JOSEP LLORENS I FILLS SL,Girona/GIRONA,"CS, RW",,,
40.20080/B,EXCLUSIVES L'UNIC SL,Barcelona/VILANOVA I LA GELTRU,CS,,,
40.20087/B,EXCLUSIVAS SALAT SL,Barcelona/VIC,CS,,,
10.18866/L,ECOLOGICA DELS PIRINEUS SL,Lleida/POBLA DE SEGUR (LA),"CS, CP, MM, MP",,,
12.14756/GE,"BRUGUES JUANOLA, M. MERCEDES",Girona/CABANELLES,PP,,SN,
14.02429/B,"FARRE SOLANES, MONTSERRAT",Barcelona/SANT LLORENÇ SAVALL,EPC,,,
26.08333/T,PASTISART SA,Tarragona/RODA DE BERA,PP,,MP,
40.20195/L,DISTRIMAR-1.993 SL,Lleida/TORREFARRERA,CS,,,
40.20272/L,POBLALIMENT SL,Lleida/POBLA DE SEGUR (LA),CS,,,
40.20334/B,AVIBAGES SL,Barcelona/SANT JOAN DE VILATORRADA,CS,,,
10.18967/GE,GERMANS SALÓ SL,Girona/ULLASTRET,"MM, MP, PP",,MP,
10.18986/GE,PALAU CARNISERS S.L.,Girona/RIBES DE FRESER,PP,,MP,
10.18990/B,ESCO FRESC SL,Barcelona/SANT JOAN DESPI,"RW, CP, MM, MP, PP",,MP,
12.14885/B,PERELLO 1898 SL,Barcelona/BARCELONA,PP,,,
14.02442/GE,"MASSA HOMS, JOAQUIM",Girona/VIDRERES,EPC,,,
26.08412/B,"BAUTISTA VICENTE, JUAN CARLOS",Barcelona/SANT CUGAT DEL VALLES,PP,,MP,
40.20444/B,PERELLO 1898 SL,Barcelona/BARCELONA,"CS, RW",,,
40.20445/B,MONIBERIC SELECCION SL,Barcelona/CABRERA DE MAR,"CS, RW",,,
40.20447/B,DISTRIBUCIO D'ALIMENTS BELLA-MAR S.L.,Barcelona/PALAU-SOLITA I PLEGAMANS,CS,,,
40.20450/B,BEGUDES IGUALADA SA,Barcelona/VILANOVA DEL CAMI,CS,,,
10.19033/B,"PROSALATS GURB, SL",Barcelona/GURB,PP,,MP,
10.19038/GE,"PICART MAGRET, SALVADOR",Girona/TORTELLA,"CP, MM, MP, PP",,MP,
12.14940/GE,PESCADORS DE ROSES PLANTA ENVASAT SL,Girona/ROSES,"CS, PP, DC, PC, FFP",,,
15.05390/B,DANONE SA,Barcelona/BARCELONA,PP,,,
26.08423/B,LA CINQUENA GAMMA SL,Barcelona/MATARO,PP,,MP,
26.08425/GE,JUST GOURMET GROUP SL,Girona/PALAMOS,PP,,MP,
26.08429/B,AIGUANAF CATERING SL,Barcelona/TERRASSA,PP,,MP,
40.20476/L,"VILA MATA, ANTONI",Lleida/CERVERA,CS,,,
40.20484/GE,AVITUALLA DE SERVEIS I DISTRIBUCIO SL,Girona/PUIGCERDA,CS,,,
40.20487/B,ESCO FRESC SL,Barcelona/SANT JOAN DESPI,CS,,,
40.20490/B,BADIA DISTRIBUCIONS GASTRONOMIQUES SL,Barcelona/VILAFRANCA DEL PENEDES,CS,,,
40.20493/B,COMERCIAL RESTSERVICE 2003 SL,Barcelona/SANT QUIRZE DEL VALLES,CS,,,
15.05401/B,CALIDAD PASCUAL SAU,Barcelona/GURB,"PP, CC",,,
10.19053/T,GRANJA LUISIANA SL,Tarragona/DELTEBRE,"SH, CP, GHE","wL, wA, A",,
12.15019/B,PEPITO TORNE SA,Barcelona/BARCELONA,RW,,,
12.15042/T,PEIXOS AMIGO SL,Tarragona/TARRAGONA,CS,,,
26.08484/GE,GENOTEC SL,Girona/OLOT,PP,,MP,
40.20622/B,CALIDAD PASCUAL SAU,Barcelona/GURB,CS,,,
40.20627/B,PLANAGEL SL,Barcelona/TARADELL,CS,,,
40.20631/B,GIL CARDUS SA,Barcelona/MOLINS DE REI,"CS, RW",,,
26.08522/B,CUINART NEGRONI SL,Barcelona/RUBI,PP,,MP,
40.20705/B,FUNDACIO PRIVADA BANC DELS ALIMENTS,Barcelona/BARCELONA,CS,,,
40.20706/B,CONSUM SOCIETAT COOPERATIVA VALENCIANA,Barcelona/BARCELONA,CS,,,
40.20709/L,PORT CANTO SL,Lleida/ALCARRAS,CS,,,
40.20723/B,ALDI MASQUEFA SUPERMERCADOS SL,Barcelona/MASQUEFA,CS,,,
10.19203/GE,GICARNS SL,Girona/RIUDELLOTS DE LA SELVA,"RW, CP, MM, MP",,MP,
12.15139/GE,RAUL CANER S.L.,Girona/ROSES,"CS, RW",,,
26.08567/GE,CATERING VILANOVA SL,Girona/GIRONA,PP,,MP,
40.20753/GE,GICARNS SL,Girona/RIUDELLOTS DE LA SELVA,CS,,,
10.19232/GE,"LLEMANA CURATS, SL",Girona/SANT ANIOL DE FINESTRES,PP,,MP,
15.05460/GE,AGROALIMENTARIA FIDO SCP,Girona/JAFRE,PP,,,
26.08575/B,PRODUCTOS GALA S.A.,Barcelona/HOSPITALET DE LLOBREGAT (L'),PP,,MP,
40.20805/B,CUROS FRED SL,Barcelona/VIC,CS,,,
10.19261/B,MANIPULADORA DESPULLES SALAS SL,Barcelona/SANT CUGAT DEL VALLES,"CS, RW, PP",,"MP, ST",
12.15217/B,"GESTION, ADMINISTRACION Y TECNOLOGIA EMPRESARIAL SL",Barcelona/CANOVELLES,PP,,,
12.15218/B,ORTEFISH SL,Barcelona/BARCELONA,"WM, FFP",,,
10.19309/L,GANADOS MONTALBAN DE ALMACELLAS SL,Lleida/ALMACELLES,"CS, CP",,,
10.19312/B,CARNS CAL TON SL,Barcelona/OLERDOLA,"CS, MM, MP, PP",,MP,
10.19316/GE,EMBOTITS PUIGMAL-TUBAU SL,Girona/VILAFANT,"CP, MM, MP, PP",,MP,
40.20908/B,"GESTION, ADMINISTRACION Y TECNOLOGIA EMPRESARIAL SL",Barcelona/CANOVELLES,"CS, RW",,,
26.08633/B,PASTISSERIA BOSSER ARMENGOL SL,Barcelona/SABADELL,PP,,MP,
40.20927/B,GLOBAL FOODS TRADING SPAIN SL,Barcelona/PRAT DE LLOBREGAT (EL),CS,,,
40.20928/B,MAKRO AUTOSERVICIO MAYORISTA SA,Barcelona/BADALONA,CS,,,
40.20971/GE,FRIGORIFICOS LOPESCA SL,Girona/SANT FELIU DE GUIXOLS,"CS, RW",,,
40.20973/B,NUTRIFOODS SLU,Barcelona/LLIÇA DE VALL,RW,,,
40.21025/GE,MAGATZEM FRIGORIFIC BUSQUETS SFG SL,Girona/SANT FELIU DE GUIXOLS,CS,,,
40.21027/B,COSAEN GRUP SA,Barcelona/BARCELONA,CS,,,
12.15318/T,"FIGUERAS PRATS, SONIA",Tarragona/PUIGPELAT,RW,,SN,
10.19386/GE,CARNIQUES ILLAS JULI SL,Girona/BLANES,"CP, MM, MP",,,
12.15319/B,GAMBA DE LA COSTA MAR VELLA SL,Barcelona/BARCELONA,"CS, FFP",,,
10.19413/GE,"VINARDELL COLOM, PILAR",Girona/BANYOLES,"MM, MP",,,
40.21100/GE,BON CONILL SL,Girona/SANTA COLOMA DE FARNERS,"CS, RW",,,
40.21101/GE,CARNIQUES ILLAS JULI SL,Girona/BLANES,"CS, RW",,,
40.21138/B,DISTRIBUCIONES ALIMENTARIAS WERT-BONO SCP,Barcelona/BARCELONA,CS,,,
40.21139/B,FRIGORIFICOS DEL MERCAT DEL PEIX SA,Barcelona/BARCELONA,CS,,,
40.21172/L,DISTRIBUCIONS FARRE & SERRANO SL,Lleida/AGRAMUNT,CS,,,
10.19449/B,"VALLE DURAN, FRANCISCO",Barcelona/HOSPITALET DE LLOBREGAT (L'),RW,,,
12.15386/B,GUSTOFISH SL,Barcelona/HOSPITALET DE LLOBREGAT (L'),RW,,,
10.19458/B,CANSALADERIES ARTESANES PAEZ SL,Barcelona/TERRASSA,"WM, CP, MM, MP, PP",,MP,
40.21196/B,CANSALADERIES ARTESANES PAEZ SL,Barcelona/TERRASSA,"CS, RW, WM",,,
10.19475/B,ELABORADOS UCEDA SCP,Barcelona/TERRASSA,"CS, CP, MM, MP",,,
40.21242/L,AGENCIA DE TRANSPORTS ISANTA LLEIDA SL,Lleida/LLEIDA,CS,,,
12.15454/B,MARISCOS LAUMAR SL,Barcelona/BARCELONA,"WM, FFP",,,
14.02493/B,CAL CALLU SCP,Barcelona/CASTELLFOLLIT DEL BOIX,EPC,,,
40.21338/GE,TRANSPORTES TRESSERRAS SA,Girona/VALL DE BIANYA (LA),CS,,,
40.21340/B,TRANSPORTES CODINA SA,Barcelona/BALENYA,CS,,,
40.21347/GE,FRUTICOLA LA ESCALA SA,Girona/ESCALA (L'),CS,,,
40.21348/T,DISTRIBUCIONES ALIMENTICIAS 2 SL,Tarragona/SANTA BARBARA,CS,,,
10.19562/B,MARCJOAN IMPORT EXPORT SL,Barcelona/SANTA EUGENIA DE BERGA,"CS, CP",,,
12.15522/B,ATIAL DISTRIBUIDORES DE QUINTA GAMA SL,Barcelona/GAVA,RW,,,
40.21470/L,LOGÍSTICA I SERVEIS DEL FRED DE PONENT SLU,Lleida/VILA-SANA,CS,,,
10.19602/GE,FABREGA MONTEIS SCP,Girona/SANT FELIU DE PALLEROLS,SH,"A, L",,
40.21494/T,SOCIEDAD ALIMENTARIA DE MARCAS SL,Tarragona/VILA-SECA,CS,,,
40.21502/B,COALIMENT GRANOLLERS SA,Barcelona/VIC,CS,,,
40.21503/L,ACEITUNERA LERIDANA SL,Lleida/LLEIDA,CS,,,
40.21569/L,CARBONICAS GUIU SA,Lleida/LLEIDA,CS,,,
40.21570/GE,FRICASH DE CARNS SL,Girona/FIGUERES,CS,,,
12.15661/B,ALIMENTOS CONGELADOS FRIMAN SA,Barcelona/BARCELONA,"CS, FFP",,,
14.02508/L,AGROPECUARIA DE GUISSONA SCL,Lleida/JUNEDA,EPC,,,
26.08898/B,FOOD & MAMBO SL,Barcelona/SANT LLORENÇ D'HORTONS,PP,,MP,
14.02510/B,MESBO SL,Barcelona/CARDEDEU,CS,,,
26.08905/GE,CARNS I EMBOTITS DE COLL-FRED SL,Girona/VIDRA,PP,,MP,
26.08912/B,"PLANES HERNANDEZ, ROSA MARIA",Barcelona/HOSPITALET DE LLOBREGAT (L'),PP,,MP,
40.21657/B,DELYKATT Y DELICE BCN SL,Barcelona/BARCELONA,CS,,,
40.21665/T,ORIGINAL GOURMET SL,Tarragona/TARRAGONA,CS,,,
40.21666/L,TRANSPORTES TARRAGONA SAU,Lleida/LLEIDA,CS,,,
40.21667/T,PLATAFORMA D'AGENTS COMERCIALS SL,Tarragona/SELVA DEL CAMP (LA),CS,,,
15.05667/GE,FORMATGE DE MONTAGUT SC,Girona/MONTAGUT I OIX,PP,,,
15.05677/B,CAMBELSON SL,Barcelona/GRANOLLERS,PP,,,
12.15778/B,ANDREU I RAMON ASSOCIATS SL,Barcelona/ARENYS DE MAR,"PP, FFP",,,
14.02517/B,CAL MEXICÀ SCP,Barcelona/TORDERA,EPC,,,
26.08953/B,"PIZZA ARTESANA MALGRAT, SL",Barcelona/MALGRAT DE MAR,PP,,MP,
26.08973/GE,MIRANGELS FEIXAS CB,Girona/VALL D'EN BAS (LA),PP,,MP,
10.19795/B,JACORBA SL,Barcelona/SANT VICENÇ DE CASTELLET,PP,,MP,
40.21870/B,JACORBA SL,Barcelona/SANT VICENÇ DE CASTELLET,CS,,,
10.19818/B,LLEONART BARCELONA SL,Barcelona/TERRASSA,"RW, MM, MP",,MP,
26.09009/B,CROQUETARIUM SL,Barcelona/SANT CUGAT DEL VALLES,PP,,MP,
26.09011/B,UNIO INTEGRAL ALIMENATARIA S.A.,Barcelona/FRANQUESES DEL VALLES (LES),PP,,MP,
40.21926/B,EMBOTITS LA GLEVA SL,Barcelona/MASIES DE VOLTREGA (LES),CS,,,
40.21927/B,REPRESENTACIONES ALIMENTICIAS DEL VALLES,Barcelona/SABADELL,CS,,,
40.21930/B,DISTRIBUCIONES CARCI GEL SL,Barcelona/CANYELLES,CS,,,
15.05710/GE,VILA-ROVIRA SL,Girona/VALL DE BIANYA (LA),RW,,,
26.09036/B,NANDO JUBANY SL,Barcelona/TARADELL,PP,,MP,
15.05716/GE,RECUITS DE L'EMPORDÀ SL,Girona/SIURANA,PP,,,
40.22095/B,MAKRO AUTOSERVICIO MAYORISTA SA,Barcelona/BARBERA DEL VALLES,"CS, RW",,,
26.09084/B,"MARTINEZ RIBE, JOSEP",Barcelona/CENTELLES,PP,,MP,
26.09085/T,CATERING PLAT A TAULA SL,Tarragona/CAMARLES,PP,,MP,
40.22116/GE,"FARBOS LLEVANT, SL",Girona/CAMPLLONG,CS,,,
40.22118/GE,JAPET DELS BOUS SLU,Girona/BORRASSA,CS,,,
40.22120/T,QUESO PERFECTO DEL DELTA SL,Tarragona/CAMARLES,CS,,,
40.22160/B,DISTRIBUCIONS JORAL SA,Barcelona/VILANOVA I LA GELTRU,CS,,,
12.15986/B,GARDELL SCP,Barcelona/BARCELONA,"PP, FFP",,,
10.19955/GE,"MITJAVILA CASAS, M. ROSA",Girona/PALAU DE SANTA EULALIA,PP,,MP,
10.19972/GE,PERE PORXAS PAIRO S.L.,Girona/PRESES (LES),PP,,MP,
26.09114/GE,MANERA CASADEMONT S.L.,Girona/FIGUERES,PP,,MP,
40.22193/B,ARDAI SL,Barcelona/BARCELONA,CS,,,
10.20047/B,FRIGEL SL,Barcelona/CENTELLES,RW,,"MP, ST",
12.16088/B,FRIGEL SL,Barcelona/CENTELLES,RW,,,
15.05822/B,PRODUCTOS ILSTANT SLU,Barcelona/AVINYO,PP,,,
40.22330/B,FRIGEL SL,Barcelona/CENTELLES,CS,,,
40.22332/B,BON PREU SA,Barcelona/BALENYA,CS,,,
40.22334/B,FONT GASTRONOMIC GLOBAL SERVICES S.L.,Barcelona/TONA,CS,,,
26.09160/T,HOSTELERIA SANTA TECLA AIE,Tarragona/TARRAGONA,PP,,MP,
26.09170/GE,"PLAMUR FOODS, SL",Girona/BESCANO,PP,,MP,
10.20076/T,"LOPEZ MADUEÑO, ANTONIA",Tarragona/ALDEA (L'),"CP, MM, MP, PP",,MP,
10.20110/B,JAMONES CENTELLES S.L.U.,Barcelona/CENTELLES,PP,,MP,
10.20117/GE,"LLOVERAS MULLERA, JOAN",Girona/CASSA DE LA SELVA,PP,,MP,
12.16153/B,ELABORATS I APERITIUS FRESCMAR SL,Barcelona/CALDES DE MONTBUI,PP,,,
40.22453/B,DISFLOVE SL,Barcelona/RIPOLLET,CS,,,
40.22454/B,"CABRERA PORCEL, RAMON",Barcelona/VILANOVA I LA GELTRU,"CS, RW",,,
10.20141/GE,DISCAR DESOSSATS CARNICS SL,Girona/OLOT,RW,,MP,
40.22511/B,CONDIMENTOS SANCAN SLU,Barcelona/MANRESA,RW,,,
40.22514/GE,ELABORATS ORRI SL,Girona/OLOT,CS,,,
40.22515/B,EXCLUSIVAS EGARA SA,Barcelona/TERRASSA,CS,,,
40.22518/B,COMERCIAL VERDALET SL,Barcelona/TORDERA,CS,,,
40.22519/B,FRIOVIC DISTRIBUCIO ALIMENTARIA S.L.,Barcelona/FOLGUEROLES,CS,,,
40.22520/B,LACTICS COLOM SL,Barcelona/BARCELONA,CS,,,
15.05898/B,PADROS CHEESE SL,Barcelona/TONA,PP,,,
40.22710/GE,QUEVIURES CROS SL,Girona/OLOT,CS,,,
40.22764/B,EXIMFOOD CATALUNYA SL,Barcelona/BADALONA,CS,,,
40.22767/GE,RESTANOVA SL,Girona/PALAMOS,CS,,,
10.20303/B,OLIVELLA CUINATS SL,Barcelona/BARCELONA,"MM, MP",,,
40.22798/B,MASCARO MORERA SL,Barcelona/BARCELONA,CS,,,
40.22821/GE,OLIS DE JAEN SL,Girona/JONQUERA (LA),CS,,,
40.22831/GE,PEIXOS CALSINA BOSCH CB,Girona/LLANÇA,CS,,,
40.22837/B,AB SERVICIOS SELECTA ESPAÑA SLU,Barcelona/SANT BOI DE LLOBREGAT,CS,,,
40.22842/L,CONGESPAN SL,Lleida/LLEIDA,CS,,,
40.22846/B,DISTRIBUCIONES ALIMENTARIAS EL PIBE SL,Barcelona/BARBERA DEL VALLES,"CS, RW",,,
40.22850/B,DIBERICO EXCLUSIVAS GOURMET SL,Barcelona/AMETLLA DEL VALLES (L'),"CS, RW",,,
15.06005/B,BETARA SL,Barcelona/OLOST,PP,,,
15.06008/B,"GALINDO VAN RONZELEN, FRANCISCO X.",Barcelona/TORDERA,PP,,,
10.20456/GE,TAST ALIMENTÀRIA SL,Girona/GIRONA,PP,,MP,
12.16560/B,FRIME SAU,Barcelona/ARENYS DE MUNT,"CS, RW, PP, FFP",,,
15.06017/GE,MAS EUSEBI SL,Girona/FORALLAC,PP,,,
26.09463/GE,CARNS I EMBOTITS N. VICENS SL,Girona/AIGUAVIVA,PP,,MP,
40.23079/B,ROSTITOT SL,Barcelona/GRANOLLERS,CS,,,
40.23096/B,CASH OSONA RABADA SA,Barcelona/VIC,CS,,,
40.23110/B,PEIX I MARISC XAVI I JAUME SL,Barcelona/BARCELONA,RW,,,
12.16619/B,PEIXOS ALMOGAVERS SL,Barcelona/BARCELONA,RW,,,
40.23196/B,CARBONIQUES CASTELLVÍ SL,Barcelona/VILAFRANCA DEL PENEDES,CS,,,
40.23202/B,"ORPINELL FELIP, JOSE",Barcelona/SANTA MARGARIDA DE MONTBUI,CS,,,
40.23204/B,"BARNA MINIMERCA II, SA",Barcelona/BARCELONA,"CS, WM",,,
26.09542/B,COPORC SA,Barcelona/CASTELLET I LA GORNAL,PP,,MP,
40.23297/T,BACALLANERS SOROLLA SLU,Tarragona/TORTOSA,CS,,,
40.23299/B,FRIGORÍFICOS THALASSA SL,Barcelona/BARCELONA,CS,,,
40.23301/B,RUIBAL LOSADA SA,Barcelona/BARCELONA,CS,,,
40.23302/T,SERHS DISTRIBUCIÓ I LOGISTICA SL,Tarragona/TARRAGONA,CS,,,
40.23309/GE,STOP SELF SA,Girona/PALAMOS,CS,,,
12.16722/GE,PEIXOS MAR PLA DE HNOS. MARTINEZ SL,Girona/ROSES,CS,,,
12.16730/B,DISTRIBUIDORA Y COMERCIALIZADORA DE PESCADOS Y MARISCOS TEMIR SA,Barcelona/BARCELONA,CS,,,
40.23399/T,FRAGADIS SL,Tarragona/CANONJA (LA),CS,,,
15.06117/B,BETARA SL,Barcelona/PERAFITA,PP,,,
26.09598/T,CUNIESPLUGA SL,Tarragona/ESPLUGA DE FRANCOLI (L'),PP,,MP,
26.09609/B,JOSE RUBIA SA,Barcelona/SANT BOI DE LLOBREGAT,PP,,MP,
12.16783/B,BARCELONA COMERÇ I NEGOCIACIO DE PEIXOS SL,Barcelona/BARCELONA,"WM, FFP",,,
10.20694/B,JAMONES SERRANOS CIURANA SL,Barcelona/BADALONA,RW,,MP,
40.23509/B,OLIVAS CENTER SL,Barcelona/CERVELLO,CS,,,
40.23511/B,FRIOLISA SA,Barcelona/BARCELONA,CS,,,
26.09645/B,COMERCIAL SAFAJA SL,Barcelona/SANT QUIRZE SAFAJA,PP,,MP,
10.20722/GE,FRIGORIFICS GELADA SL,Girona/ARGELAGUER,"CS, RW",,,
40.23554/GE,FRIGORIFICS GELADA SL,Girona/ARGELAGUER,"CS, RW",,,
40.23555/GE,EUROPA KEBAB DISTRIBUTION SL,Girona/FORNELLS DE LA SELVA,CS,,,
10.20725/GE,FRIGORIFICOS COSTA BRAVA SA,Girona/RIUDELLOTS DE LA SELVA,"RW, CP",,,
40.23613/B,TOT SELECTA SLU,Barcelona/VILAFRANCA DEL PENEDES,CS,,,
40.23614/B,"CONGELADOS JAV, SL",Barcelona/BADALONA,CS,,,
40.23625/B,BAS DUCH SL,Barcelona/SANT BOI DE LLOBREGAT,CS,,,
10.20796/GE,CARNS FRIGOLE BOSCH SL,Girona/PORQUERES,"CS, CP, MM, MP",,,
40.23671/B,CASA HUGAS SA,Barcelona/PALLEJA,CS,,,
40.23672/GE,PALAMOS MAR SL,Girona/CALONGE,CS,,,
26.09714/B,ASSOCIACIO DE SANT TOMAS-PARMO,Barcelona/CALLDETENES,PP,,MP,
26.09718/B,PASTISSERIES MASRAMON SL,Barcelona/GURB,PP,,MP,
40.23696/GE,"PRESAGUE ALABERNIA, FCO. JAVIER",Girona/VALL DE BIANYA (LA),CS,,,
40.23708/B,"FRIO INDUSTRIAL EME ERRE, SL",Barcelona/MONTCADA I REIXAC,CS,,,
26.09755/B,PASTA ARTIPASTA SL,Barcelona/CALELLA,PP,,MP,
10.20874/GE,"CARNIQUES CELRÀ, SL",Girona/CELRA,"CS, CP",,,
40.23887/B,DISPENGAR SA,Barcelona/SANTA MARGARIDA I ELS MONJOS,CS,,,
15.06241/L,"FERRANDO QUER, CLARA",Lleida/RIALP,PP,,,
40.23908/B,FUMATS I CONGELATS SA,Barcelona/BARCELONA,CS,,,
40.23924/L,"MONTLLEÓ MONTLLEÓ, XAVIER",Lleida/LLEIDA,CS,,,
26.09825/GE,SOLFA FOOD SL,Girona/OLOT,PP,,MP,
40.23967/GE,COMERCIAL FILOR SCP,Girona/OLOT,CS,,,
40.24020/B,BOLETS PETRAS SL,Barcelona/OLESA DE MONTSERRAT,CS,,,
40.24027/L,CEDISMER SL,Lleida/LLEIDA,CS,,,
