Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
10.06772/Z,AYUNTAMIENTO DE BUJARALOZ,Zaragoza/BUJARALOZ,SH,"P, B, C, O",,
10.06774/SG,CARNICAS CEFERINO S.A.,Segovia/LASTRILLA (LA),"SH, CP","P, C, O",,
10.06778/GC,"Jucarne, S.L.U.","Palmas, Las/TELDE","CS, RW, CP, MM, MP, PP",,MP,
10.06781/V,"ROIG ALBERT, S.L.",Valencia/València/ALBAIDA,"CP, MM, MP, PP",,MP,
10.06782/BA,VIEJO JAMON S.A.,Badajoz/FREGENAL DE LA SIERRA,"CP, PP",,MP,
10.06789/SA,"MANUEL GUILLEN, S. A.",Salamanca/GUIJUELO,"CP, PP",,MP,
10.06796/AL,"RODRIGUEZ ARTES, ELENA",Almería/ALHAMA DE ALMERIA,"CS, CP, MM, MP, PP",,MP,
10.06800/CS,AYUNTAMIENTO DE ADZANETA,Castellón/Castelló/ATZENETA DEL MAESTRAT,SH,"P, C, O",,
10.06801/CS,"CARNES VENTURA, S.L.",Castellón/Castelló/CASTELLON DE LA PLANA/CASTELLO DE LA PLANA,"CS, CP, MM, MP",,,
10.06812/BI,"CÁRNICAS RASA, S.L.",Bizkaia/ERANDIO,"CP, MM, MP, PP",,MP,
10.06828/C,"PRODUCTOS CARNICOS GARCIA, S.L.","Coruña, A/RIBEIRA","CP, PP",,MP,
10.06842/V,"EMBUTIDOS F. MARTINEZ R., S.A.",Valencia/València/TORRENT,"CS, CP, MM, MP, PP",,MP,
10.06845/CS,CARNES Y EMBUTIDOS EL SOLIVO S.L.,Castellón/Castelló/VALL D'UIXO (LA),"RW, CP, MM, MP, PP",,MP,
10.06846/O,EMBUTIDOS TARAMUNDI SL,Asturias/PRAVIA,"CS, SH, CP, MM, MP","P, B, C, O, S",,
10.06852/CA,REA INDUSTRIA CARNICA S.L.,Cádiz/CHICLANA DE LA FRONTERA,"CS, RW, CP",,,
10.06860/MA,CASTRO SALAS RAFAEL,Málaga/CAÑETE LA REAL,SH,P,,
10.06869/P,SOCIEDAD COOPERATIVA CARNICA DE OSORNO,Palencia/OSORNO,SH,"P, B, C, O",,
10.06923/GE,"VALLS MUNTADA, JORDI",Girona/BRUNYOLA,"SH, MM, MP, PP","P, B, C, O",MP,
10.06941/L,CONSELH GENERAU D'ARAN,Lleida/LES,SH,"B, C, O, S",,
10.06945/L,AJUNTAMENT DE LA GRANADELLA,Lleida/GRANADELLA (LA),SH,"C, O",,
10.06957/L,XOLIS DEL PALLARS SCCL,Lleida/ISONA I CONCA DELLA,"CP, MM, MP, PP",,MP,
10.06959/B,PRODUCTOS CARNICOS GRAU SL,Barcelona/BARBERA DEL VALLES,"CP, MM, MP, PP",,MP,
10.06961/SG,AYUNTAMIENTO DE CANTALEJO,Segovia/CANTALEJO,SH,"B, C, O",,
10.06962/SA,"JUAN MANUEL HERNANDEZ, S. A.",Salamanca/GUIJUELO,"CP, PP",,MP,
10.06966/L,ESCORXADOR DE PONENT SL,Lleida/BALAGUER,"SH, CP","P, B, C, O, S",,
10.06968/GE,ROURA COLL SALA DE DESPIECE SL,Girona/GIRONA,"RW, CP, PP",,MP,
10.06978/S,AYUNTAMIENTO DE TORRELAVEGA,Cantabria/BARREDA,SH,"P, B, C, O, S",,
10.06981/LE,"EMBUTIDOS CARRACEDO LLAMAS, S. L.",León/OTERUELO DE LA VALDONCINA,"CS, SH, CP","B, S",,
10.06987/J,HIJOS DE ANTONIO MUÑOZ S.L.,Jaén/CAMPILLO DE ARENAS,"RW, CP, MM, MP, PP",,MP,
10.06995/H,PIGLETS S.L.,Huelva/REPILADO (EL),"CP, PP",,MP,
10.07000/PO,"MATADERO GENERAL FRIGORIFICO BAIXO MIÑO, S.L.",Pontevedra/TOMIÑO,"CS, SH, CP","P, B, C, O",,
10.07001/B,"DOMENECH TRAVE, JOSEP",Barcelona/LLACUNA (LA),"CP, MM, MP, PP",,MP,
10.07012/PM,AJUNTAMENT DE MANACOR,Palma de Mallorca/MANACOR,SH,"P, B, C, O",,
10.07047/PO,"CARNICAS LASEIRAS, S.L.",Pontevedra/MEAÑO,"CP, MM, MP, PP",,MP,
10.07074/PO,ELABORADOS CARNICOS EMDEZA SL,Pontevedra/LALIN,"CP, PP",,MP,
10.07076/BA,AYUNTAMIENTO DE CAMPANARIO,Badajoz/CAMPANARIO,SH,"P, C, O",,
10.07083/SA,CORONGRASA S.L.,Salamanca/GUIJUELO,"CP, PP",,MP,
10.07104/AB,"DISTRIBUCIONES AVICOLAS NAVARRO, S.L",Albacete/HELLIN,"CS, CP, MM, MP, PP",,MP,
10.07107/B,CARNIQUES VALLDAN SA,Barcelona/BERGA,"CP, MM, MP, PP",,MP,
10.07108/IB,MARCH RIBAS SL,Islas Baleares/SANT LLORENÇ DE BALAFIA,"RW, CP, MM, MP, PP",,MP,
10.07120/O,"MACELO DE ASTURIAS, SA",Asturias/MIERES DEL CAMIN,"SH, CP","P, B, C, O, S",,
10.07124/V,"CARNES FELIX, S.A.",Valencia/València/ALBAL,"CS, RW, CP, MM, MP, PP",,MP,
10.07125/MU,EMBUTIDOS SALVADOR,Murcia/CUEVAS DE REYLLO,"CP, PP",,MP,
10.07129/TO,"HERMANOS IGUAL ARROYO, C.B.",Toledo/LAGARTERA,"CP, PP",,MP,
10.07131/MU,"HELIOSUR, S.A.",Murcia/TORRECILLA,"CS, CP",,,
10.07148/VA,"EMBUTIDOS DE CARPIO, S. L.",Valladolid/CARPIO,"CS, SH, CP, PP",P,MP,
10.07182/M,"CARNICAS SALVANES, S.L.",Madrid/VILLAREJO DE SALVANES,SH,"B, C, O",,
10.07187/MU,"GAMALOR, S.L.",Murcia/TERCIA,"CS, CP, PP",,MP,
10.07198/O,MARCE CB,Asturias/NOREÑA,"CS, RW, CP",,,
10.07202/GE,CARNICAS REIXACH SL,Girona/BREDA,"CP, MM, MP, PP",,MP,
10.07203/GE,MIQUEL MARTI ROURA SL,Girona/PRESES (LES),"CP, MM, MP, PP",,MP,
10.07205/GE,AJUNTAMENT DE SANTA CRISTINA D'ARO,Girona/SANTA CRISTINA D'ARO,SH,"B, C, O",,
10.07207/B,CARNS B SA,Barcelona/BARCELONA,"CS, CP, MM, MP",,,
10.07216/VI,"GRUPO ALBERSA CARNES Y EMBUTIDOS, S.L.",Araba/Álava/VITORIA-GASTEIZ,"RW, CP, PP",,MP,
10.07232/LO,EMBUTIDOS SEÑORA JULIA SL,"Rioja, La/VIGUERA","CP, MM, MP, PP",,MP,
10.07239/SA,"ASOCARSA, S. A.",Salamanca/SALAMANCA,"CS, SH, CP, MM, MP","P, B, C, O, S",,
10.07250/V,"MOMPARLER CARNICAS, S.L.",Valencia/València/POBLA DEL DUC (LA),"CS, CP, MM, MP, PP",,MP,
10.07252/H,MATADERO INDUSTRIAL EL MAYORAZGO-JABUGO S.L.,Huelva/REPILADO (EL),"CS, SH, CP",P,,
10.07260/SS,"CARNICAS SAN MARCIAL, S. COOP.",Gipuzkoa/OIARTZUN,"CS, CP, MM, MP",,,
10.07268/S,NUEVO MATADERO DE REINOSA SL,Cantabria/REINOSA,"CS, SH","B, S",,
10.07269/LO,TECNOCARNICO VALLE DEL EBRO S.A.,"Rioja, La/CALAHORRA","SH, PP","P, B, C, O, S",ST,
10.07285/V,"CARNICAS VALLE DE QUESA, S.L.",Valencia/València/QUESA,"CP, MM, MP, PP",,MP,
10.07303/BU,"BERNARDO CUEVAS E HIJOS, S. L.",Burgos/ARANDA DE DUERO,"CS, CP, MM, MP, PP",,MP,
10.07305/BU,"MATADERO FRIGORIFICO R.GARCIA RIBERA DEL DUERO, S. L.",Burgos/CUEVA DE ROA (LA),"SH, CP","C, O",,
10.07307/SE,CARNICAS LOS TORIBIOS S.L.,Sevilla/CORRALES (LOS),"CP, MM, MP, PP",,MP,
10.07312/SS,"OKELGINTZA, S,. COOP",Gipuzkoa/ZESTOA,"CS, SH, CP, MM, MP","P, fG, B, C, O, S",,
10.07314/MU,"CONESA NAVARRO, ANDRES",Murcia/FUENTE ALAMO DE MURCIA,"CP, PP",,MP,
10.07330/J,"LOMAS RUANO, CONCEPCION",Jaén/NOALEJO,"CP, MM, MP, PP",,MP,
10.07331/SE,MATADERO FRIGORIFICO NUESTRA SEÑORA DEL CARMEN S.L.,Sevilla/MORON DE LA FRONTERA,"CS, SH, CP, MM, MP","B, C, O",,
10.07332/H,HERMANOS VELAZQUEZ JABUGO S.A.,Huelva/AROCHE,"CP, PP",,MP,
10.07337/M,"MATADERO COMARAN, S.L.",Madrid/ARANJUEZ,SH,P,,
10.07341/MU,EMBUTIDOS GALINDO MARTOS S.L.,Murcia/TORRE-PACHECO,"CP, PP",,MP,
10.07346/T,COMVENCAR SA,Tarragona/CAMBRILS,"CP, MM, MP",,,
10.07352/CS,"CARNES ROS, S.L.",Castellón/Castelló/BENICARLO,"CP, MM, MP, PP",,MP,
10.07375/O,REPRESENTACIONES DE AVES Y GANADOS SL,Asturias/CORUÑO,"CS, CP, MM, MP, PP",,MP,
10.07379/A,ESPINOSA Y ESPINOSA S.L.,Alicante/Alacant/PINOS (EL)/PINOSO,"CP, MM, MP, PP",,MP,
10.07395/TO,"LA ABUELA JULIA, S.L.",Toledo/NAMBROCA,"CP, MM, MP, PP",,MP,
10.07415/CR,"ALIMENTACIÓN MAR-GO, S.L.",Ciudad Real/CIUDAD REAL,"CS, CP, MM, MP, PP",,MP,
10.07420/L,GRANÉS MEAT QUALITY SL,Lleida/ALGUAIRE,"CP, MM, MP, PP",,MP,
10.07434/B,SUPERCARNS SL,Barcelona/SANT JOAN DE VILATORRADA,"CS, CP, MM, MP",,,
10.07439/ZA,FELIPE REBOLLO CALABAZA,Zamora/FUENTESAUCO,"CS, SH, CP","P, B",,
10.07462/MU,"MATADERO DE JUMILLA, C.B.",Murcia/JUMILLA,SH,"C, O",,
10.07464/T,CORPORACION ALIMENTARIA GUISSONA SA,Tarragona/TORTOSA,"CS, CP",,,
10.07471/T,ESCORXADOR BAIX CAMP SA,Tarragona/REUS,SH,"B, C, O, S",,
10.07485/LU,CARNICOS RIO S.L.,Lugo/RIOTORTO,"RW, CP, MM, MP, PP",,"PAP, MP",
10.07492/SE,INDUSTRIAS AUXILIARES CARNICAS S.L.,Sevilla/RINCONADA (LA),"CP, MM, MP, PP",,MP,
10.07502/BA,SIERRA EXTREMEÑA S.L.,Badajoz/CASTUERA,"CP, PP",,MP,
10.07510/MA,"GUILLEN COZAR, ANTONIO LUIS",Málaga/ALGATOCIN,"CP, PP",,MP,
10.07511/CC,HERMANOS ALVARADO ARIAS S.L.,Cáceres/VALDEFUENTES,"CP, PP",,MP,
10.07518/VI,"CARNICERIA CHARCUTERIA CARLOTA, S.C.",Araba/Álava/VITORIA-GASTEIZ,"CP, PP",,MP,
10.07526/A,CARNE MAR ALICANTE S.L.,Alicante/Alacant/ALICANTE/ALACANT,"CS, CP",,,
10.07531/SG,"MARTIN CUESTA, S. A.",Segovia/GOMEZSERRACIN,"CP, PP",,MP,
10.07547/MU,"FRANCISCO GONZALEZ VALERO Y OTRA, C.B.",Murcia/JUMILLA,"CS, CP, PP",,MP,
10.07563/GE,ESCORXADOR DEL RIPOLLES SA,Girona/RIPOLL,SH,"P, B, C, O, S",,
10.07569/TE,"ARAGON MATADERO, SLU",Teruel/MATA DE LOS OLMOS (LA),"CS, SH, CP, PP",P,ST,
10.07575/CS,"DISTRIBUIDORA COMARCAL CARNICA, S.L. (DICOCAR, S.L.)",Castellón/Castelló/VINAROS,"CS, CP, MM, MP",,,
10.07594/CS,"CASTELLONENSE DE GANADOS,S.L.",Castellón/Castelló/VINAROS,SH,"P, B, C, O",,
10.07599/TE,ELABORADOS LAS TORRES S.A.,Teruel/TERUEL,"CP, MM, MP, PP",,MP,
10.07616/B,SPEED & EFFICIENCY SL,Barcelona/MOLINS DE REI,"CP, MM, MP",,,
10.07633/L,CARNICAS J. UNGRIA SL,Lleida/LLEIDA,"CS, CP, MM, MP, PP",,MP,
10.07637/B,COPORC SA,Barcelona/CASTELLET I LA GORNAL,"CS, CP, MM, MP, PP",,MP,
10.07638/B,SADICARN SL,Barcelona/MANRESA,"CS, CP, PP",,MP,
10.07642/BA,CLAJESA IBERICA S.L.,Badajoz/MONESTERIO,"SH, CP",P,,
10.07657/BA,"RODRIGUEZ FERNANDEZ, PRUDENCIO",Badajoz/ZALAMEA DE LA SERENA,"CP, MM, MP, PP",,MP,
10.07660/CO,CARNES Y EMBUTIDOS HERMANOS MENDEZ S.L.,Córdoba/ESPEJO,"CP, MM, MP, PP",,MP,
10.07667/B,CASA MIRÓ S.L.,Barcelona/MATARO,"CS, CP, MM, MP, PP",,"BL, MP, ST",
10.07673/LU,SIXTO LORENZO HERMELINO JAVIER,Lugo/VALADOURO (O),"CS, CP, MM, MP, PP",,MP,
10.07674/SE,EMBUTIDOS JABUGO S.A.,Sevilla/ALCALA DE GUADAIRA,"CP, MM, MP, PP",,MP,
10.07675/O,"EMBUTIDOS GARCIA GOMEZ, SL",Asturias/PIEDRAS BLANCAS,"CP, MM, MP, PP",,MP,
10.07714/BA,EL COTO DE GALAN S.A.,Badajoz/CASTUERA,"CP, PP",,MP,
10.07732/M,LA CASA DE LA CARNE S.A.,Madrid/GETAFE,"SH, CP","P, B, C, O",,
10.07739/SE,D'CABO CHICHARRONES S.L.,Sevilla/SEVILLA,CP,,,
10.07741/NA,"CARNICAS KIKO, S.A.L.",Navarra/ORKOIEN,"CP, MM, MP, PP",,MP,
10.07750/NA,"EMBUTIDOS SAN JORGE, S.L.",Navarra/BERRIOZAR,"CP, PP",,MP,
10.07771/A,"FRIESA, S.L.",Alicante/Alacant/ALCOY/ALCOI,"CS, CP, MM, MP, PP",,MP,
10.07776/CO,EMBUTIDOS CASTRO YEPES S.L.,Córdoba/ESPEJO,"CP, MM, MP, PP",,MP,
10.07777/M,"SUMINISTROS CARNICOS COELLO, S,L.",Madrid/ALCORCON,CP,,,
10.07786/P,"INDUSTRIAS CARNICAS SANTA MARINA, S. L.",Palencia/PALENCIA,"CS, CP, MM, MP, PP",,MP,
10.07789/HU,AYUNTAMIENTO DE SABIÑANIGO,Huesca/SABIÑANIGO,SH,"P, B, C, O, S",,
10.07792/M,MATADERO MADRID-NORTE S.A.,Madrid/SAN AGUSTIN DEL GUADALIX,"CS, SH","R, P, B",,
10.07802/V,HIPERCARNE LEVANTE S.L.,Valencia/València/DAIMUS,"CS, CP, MM, MP",,,
10.07805/L,EMBOTITS I CANSALADERIA CAL ESMET SL,Lleida/ALBESA,"CP, MM, MP, PP",,MP,
10.07810/TO,"EUROCENTRO DE CARNES, S.A.",Toledo/PUEBLA DE MONTALBAN (LA),"SH, CP",P,,
10.07814/L,FONCARN FONDARELLA SL,Lleida/FONDARELLA,"CS, CP, MM, MP",,,
10.07818/ZA,"EMBUTIDOS ZAPATERO RAMOS, S.L.",Zamora/SAN PEDRO DE LA VIÑA,"CP, PP",,MP,
10.07833/O,REPRESENTACIONES TASA SL,Asturias/NOREÑA,"CS, CP",,,
10.07884/LO,SOLE Y GOITA RIOJA S.L.,"Rioja, La/LARDERO",CP,,,
10.07885/SA,"EMBUTIDOS Y JAMONES ALTA SIERRA, S. L.",Salamanca/GUIJUELO,"CP, PP",,MP,
10.07890/ZA,"MATELLAN HERMANOS, S. L.",Zamora/RABANALES,"CP, PP",,MP,
10.07896/M,DISTRIBUCION DE ALIMENTOS PERECEDEROS S.,Madrid/MADRID,"CS, RW, CP, MM, MP, PP",,MP,
10.07903/SG,C. B. HERMANOS ALVARO GOMEZ,Segovia/NAVAFRIA,"CP, PP",,MP,
10.07938/O,FRIOCARNE ASTURIAS SLU,Asturias/NOREÑA,"RW, CP, MM, MP, PP",,MP,
10.07948/SE,EROSUR S.L.,Sevilla/SEVILLA,"CS, CP, PP",,MP,
10.07953/C,"GONZALEZ ESTALOTE Y OTRO,C.B","Coruña, A/MAZARICOS","CS, CP, MM, MP, PP",,MP,
10.07957/Z,"CARNICAS CINCO VILLAS, S.A.U.",Zaragoza/EJEA DE LOS CABALLEROS,"CS, RW, SH, CP, PP",P,ST,
10.07965/GE,VEDELLA BENCRIADA SL,Girona/BANYOLES,"CP, MM, MP, PP",,MP,
10.07970/A,"CARNICAS CATALA, S.L.",Alicante/Alacant/ALCOY/ALCOI,"CS, SH, CP, MM, MP, PP",P,MP,
10.07972/SA,CARNICAS IBERICAS MOZARBEZ S.L.,Salamanca/MOZARBEZ,"CS, CP, PP",,MP,
10.07986/B,COSTA FOOD MEAT SL,Barcelona/VIC,"CS, CP, MSM",,,
10.07995/H,FRANCISCO PEREIRA GOMEZ S.L.,Huelva/VILLANUEVA DE LOS CASTILLEJOS,"CS, CP, MM, MP, PP",,MP,
10.08006/SA,"EL COTO RAMOS, S. A.",Salamanca/GUIJUELO,"SH, CP, PP",P,MP,ABP
10.08018/A,"CARNICAS ABELLAN-JULIA, S.L.",Alicante/Alacant/BENIDORM,"CS, CP",,,
10.08032/BA,MATADERO PORCALI S.L.,Badajoz/VILLAFRANCA DE LOS BARROS,SH,"B, C, O",,
10.08033/TO,VAN HESSEN SUPPLY POINT TOLEDO S.A.U.,Toledo/PUEBLA DE MONTALBAN (LA),"CS, RW, CP, MM, MP, MSM",,ST,
10.08036/TO,"MATADERO FRIGORÍFICO MONTES DE TOLEDO, S.C.C.L.M.",Toledo/PULGAR,"SH, CP, MM, MP","B, C, O",,
10.08037/BI,"VIZCAINA DE SUBPRODUCTOS CARNICOS, S.A.",Bizkaia/BILBAO,"CS, RW, CP",,ST,
10.08041/LE,"INDUSTRIAS CARNICAS HECMAR, S. L.",León/MOLINASECA,"CP, MM, MP, PP",,MP,
10.08053/O,"MATADERO DE AVILES, CARNE DE ASTURIAS SL",Asturias/AVILES,"SH, CP","P, B, C, O, S",,
10.08058/MA,"CARNICAS DOMINGUEZ MEDINA, S.L.",Málaga/JIMERA DE LIBAR,"CS, CP, MM, MP, PP",,MP,
10.08063/J,CARNICAS J. CHICA S.L.,Jaén/JAEN,"RW, SH, CP","C, O",,
10.08064/SE,BERNAL MONTERO S.L.,Sevilla/SEVILLA,CP,,,
10.08070/SG,"EMBUTIDOS Y JAMONES SAN IGNACIO MARTINEZ, S. L.",Segovia/NAVALILLA,"CP, PP",,MP,
10.08071/T,DERTOCARN SL,Tarragona/ALDOVER,"CP, MM, MP, PP",,MP,
10.08088/GR,S.COOP ANDALUZA COMERCIALIZADORA SEGUREÑA,Granada/HUESCAR,"SH, CP","P, C, O",,
10.08094/SO,SOCIEDAD COOPERATIVA DE CARNICEROS DE PINARES DE SORIA,Soria/VINUESA,SH,"P, B, C, O",,
10.08101/SG,ASOCIACION COMARCAL DE EMPRESARIOS S.A.,Segovia/BOCEGUILLAS,"CP, MM, MP, PP",,MP,
10.08104/SA,"IBERICOS TORREALBA, S.L.",Salamanca/ALBA DE YELTES,"CP, MM, MP, PP",,MP,
10.08109/BA,INDUSTRIAS CARNICAS LA SERENA S.A.,Badajoz/VILLANUEVA DE LA SERENA,"CP, MM, MP, PP",,"BL, MP",
10.08113/MU,"HERBAHER CARNICAS, S.L.",Murcia/MULA,"CP, PP",,MP,
10.08127/H,INDUSTRIAS CARNICAS LORIENTE PIQUERAS S.A..,Huelva/JABUGO,"CP, MM, MP, PP",,MP,
10.08132/MU,"CARNICERIA EL CHURRO, S.L.",Murcia/PLAN (EL),"CS, CP, PP",,MP,
10.08135/MA,DISCARSOL S.L.,Málaga/MALAGA,"CP, MM, MP",,,
10.08142/SG,"CARNICAS AQUILINO, S. A.",Segovia/ZAMARRAMALA,"CP, MM, MP, PP",,MP,
10.08146/O,MATADERO DE JARRIO S.L.,Asturias/JARRIO,"SH, CP","P, B, C, O, S",,
10.08153/J,"LOPEZ TITOS, GINES",Jaén/POZO ALCON,SH,"P, C, O",,
10.08166/B,INDUSTRIAS CARNICAS MONTRONILL SAU,Barcelona/VIC,"CS, CP",,,
10.08179/BA,FLORENCIO LINARES S.L.,Badajoz/VALENCIA DEL MOMBUEY,"CP, PP",,MP,
10.08200/SA,PRODUCTOS CARNICOS CRIANTO S.L.,Salamanca/SALAMANCA,"CS, WM, CP, MM, MP, PP",,MP,
10.08201/CR,"OVINOS MANCHEGOS, S.L.",Ciudad Real/TOMELLOSO,"SH, CP, PP","B, C, O",MP,
10.08208/CA,CARNICAS EL ALCAZAR S.L.,Cádiz/VEJER DE LA FRONTERA,"CS, RW, CP, GHE, MM, MP, PP","wU, wG",MP,
10.08220/TO,"CARNES COPADO, S.L.",Toledo/TOLEDO,"CP, MM, MP",,,
10.08223/BA,MATADERO IBERICO DE MERIDA S.L.,Badajoz/MERIDA,"RW, SH, CP, PP",P,MP,
10.08224/B,ESCORXADOR FRIGORIFIC D'OSONA SA,Barcelona/VIC,"SH, PP",P,ST,
10.08225/GR,CARNICAS CAMPOTEJAR S.L.,Granada/CAMPOTEJAR,"CP, MM, MP, PP",,MP,
10.08234/GI,ESCORXADOR DE BREDA SL,Girona/BREDA,"CS, SH","P, B, C, O, S",,
10.08240/A,"SERVIHOTEL, S.L.",Alicante/Alacant/FINESTRAT,"CS, CP, MM, MP",,,
10.08245/IB,CARNES CAN GUIEM SL,Islas Baleares/PORTO CRISTO,"CP, PP",,MP,
10.08252/T,AJUNTAMENT DE BATEA,Tarragona/BATEA,SH,"P, C, O",,
10.08253/T,AJUNTAMENT DE LA FATARELLA,Tarragona/FATARELLA (LA),SH,"P, C, O",,
10.08257/CO,EMBUTIDOS Y JAMONES J. SANCHEZ S.L.,Córdoba/PRIEGO DE CORDOBA,"CP, MM, MP, PP",,MP,
10.08264/CR,"FELICES SANROMA, JULIO",Ciudad Real/VALDEPEÑAS,"CP, MM, MP, PP",,MP,
10.08265/H,OLALLA IBERICA S.L.,Huelva/SANTA OLALLA DEL CALA,"CP, PP",,MP,
10.08266/BA,EMBUTIDOS SIERRA DE TENTUDIA S.L.,Badajoz/CALERA DE LEON,"CP, PP",,MP,
10.08267/BA,SOCIEDAD COOPERATIVA LADRILLERA SAN MARCOS,Badajoz/CALERA DE LEON,"CP, PP",,MP,
10.08268/BA,EMBUTIDOS MORATO S.A.L.,Badajoz/SANTOS DE MAIMONA (LOS),"CP, MM, MP, PP",,MP,
10.08270/PM,MANCOMUNITAT INTERMUNICIPAL SERVEIS PUBLICS INSULARS,Palma de Mallorca/EIVISSA,SH,"P, B, C, O, S",,
10.08276/SS,"INDUSTRIAS CARNICAS DEL ORIA, S.L.",Gipuzkoa/TOLOSA,"CS, SH","B, C, O, S",,
10.08284/IB,"ESCORXADOR D'INCA, SL",Islas Baleares/INCA,SH,"R, P, B, C, O, S",,
10.08294/OR,JOSE RODRIGUEZ FERNANDEZ,Ourense/CELANOVA,"CP, PP",,MP,
10.08313/LU,"CARNICOS RIO, S.L.",Lugo/MONDOÑEDO,"SH, CP","P, B, C, O, S",,
10.08325/A,"VAÑO CALABUIG, ENRIQUE",Alicante/Alacant/BANYERES DE MARIOLA,"CS, CP, MM, MP, PP",,MP,
10.08326/TE,AYUNTAMIENTO DE MAS DE LAS MATAS,Teruel/MAS DE LAS MATAS,SH,"C, O",,
10.08329/A,"EMBUTIDOS Y JAMONES SIERRA DE MARIOLA, S.L.",Alicante/Alacant/COCENTAINA,"CP, MM, MP, PP",,MP,
10.08342/C,"VEGO SUPERMERCADOS, S.A.U.","Coruña, A/CORUÑA (A)","RW, CP, PP",,MP,
10.08345/LE,EMBUTIDOS SANTA CRUZ DE MONTES S.A.,León/SAN ROMAN DE BEMBIBRE,"CP, PP",,MP,
10.08350/V,"EMBUTIDOS EL PONTON, S.L.",Valencia/València/REQUENA,"CP, MM, MP, PP",,MP,
10.08363/V,"MATADERO COMARCAL PLANA DE UTIEL, S.L.",Valencia/València/UTIEL,"CS, SH","P, C, O",,
10.08368/V,"MATADERO DE ONTINYENT, S.L.",Valencia/València/ONTINYENT,SH,"C, O",,
10.08371/T,EMPRESA MIXTA ESCORXADOR DE TORTOSA SL,Tarragona/TORTOSA,SH,"P, B, C, O, S",,
10.08373/TO,"GANADOS Y PRODUCTOS INDUSTRIALES, S.A.",Toledo/TALAVERA DE LA REINA,"CS, SH",P,,
10.08376/ZA,"JUAN JOSE LEDESMA, S. A.",Zamora/ZAMORA,"SH, CP","P, B, O",,
10.08378/SA,COMPLEJO AGROALIMENTARIO BEJAR S.L.,Salamanca/BEJAR,"CS, SH, CP","P, B, C, O",,
10.08384/LU,"CELTAVERDE, S.L.",Lugo/TABOADA,"SH, CP, MM, MP, PP","P, B, C, O, S",MP,
10.08385/OR,AYUNTAMIENTO DE VIANA DO BOLO,Ourense/VIANA DO BOLO,SH,"P, B, C, O",,
10.08386/OR,AYUNTAMIENTO DE CARBALLIÑO,Ourense/CARBALLIÑO (O),"SH, CP","B, C, O",,
10.08387/OR,MANCOMUNIDADE DAS TERRAS DO NAVEA BIBEI,Ourense/POBRA DE TRIVES (A),"SH, CP","R, P, B, C, O, S",,
10.08388/C,"COMPOSTELANA DE CARNES, S.L.","Coruña, A/SANTIAGO DE COMPOSTELA","SH, CP","P, B, C, O",,
10.08389/LU,"CARNICAS RIBADEO, S.L.",Lugo/RIBADEO,"SH, CP","P, B, C, O, S",,
10.08391/PO,CARNIFEX S.L.,Pontevedra/PONTEVEDRA,SH,"P, B, C, O",,
10.08393/OR,CARNICAS CELANOVA SL,Ourense/CELANOVA,SH,"P, B, C, O",,
10.08394/OR,"CARNICAS DE FECES, S.L.",Ourense/VERIN,SH,"P, B, C, O",,
10.08467/A,"ALMACEN FRIGORIFICO HERMANOS REQUENA, S.L.",Alicante/Alacant/ELDA,"CP, MM, MP, PP",,MP,
10.08469/AB,AYUNTAMIENTO DE YESTE,Albacete/YESTE,SH,"P, C, O",,
10.08470/AB,"MARTÍNEZ Y FAJARDO, C.B.",Albacete/HELLIN,SH,"P, B, C, O",,
10.08471/TO,MATADERO LOS MONTEJANOS S.L.,Toledo/QUINTANAR DE LA ORDEN,"SH, CP, MM, MP, PP","P, B, C, O",MP,
10.08476/GC,"Hilario Torres Yánez e Hijos, S.L.","Palmas, Las/AGÜIMES","CS, CP, MM, MP, PP",,MP,
10.08479/M,CARNICAS LEGAZPI S.A.,Madrid/SAN AGUSTIN DEL GUADALIX,"CS, CP",,,
10.08485/L,PEDRO GASSO SA,Lleida/TARREGA,"CP, MM, MP",,,
10.08494/Z,AYUNTAMIENTO DE ESCATRÓN,Zaragoza/ESCATRON,SH,"C, O",,
10.08503/CC,"EL TORNAVAQUEÑO, C.B.",Cáceres/TORNAVACAS,"CP, PP",,MP,
10.08515/A,"JUAN DAVID GALVAÑ, S.L.",Alicante/Alacant/CAÑADA,SH,"C, O",,
10.08520/TE,AYUNTAMIENTO DE SARRION,Teruel/SARRION,SH,"P, C, O",,
10.08521/TO,EMBUTIDOS RAUL SL,Toledo/TALAVERA DE LA REINA,"CP, MM, MP, PP",,MP,
10.08537/PO,"PORTALCONSA, S. L. U.",Pontevedra/PORRIÑO (O),"CS, RW, CP, MM, MP, PP",,MP,
10.08543/SS,"CARNICAS MALLABIA, S.L.",Gipuzkoa/ELGOIBAR,CP,,,
10.08546/MU,"FRITER, S.L.",Murcia/LORCA,"CS, CP",,,
10.08549/CS,MERCA-CARN S.L.,Castellón/Castelló/CASTELLON DE LA PLANA/CASTELLO DE LA PLANA,"CP, MM, MP, PP",,MP,
10.08560/SA,"SEBASTIAN CREGO, S.L.",Salamanca/GUIJUELO,"CS, CP, PP",,MP,
10.08572/GR,CHACINERIA MONACHIL S.L.,Granada/MONACHIL,"CS, SH, CP, PP","P, B, C, O",MP,
