Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
14.00952/CA,AFANAS JEREZ,Cádiz/JEREZ DE LA FRONTERA,EPC,,,
14.00987/H,"ALANIS GARCIA, PEDRO JESUS",Huelva/PALMA DEL CONDADO (LA),EPC,,,
14.01040/SE,HUEVOS LOS JAZMINES S.L.,Sevilla/CARMONA,CS,,,
14.01301/CA,"PANADERO AREVALO, FERNANDO",Cádiz/PUERTO DE SANTA MARIA (EL),EPC,,,
14.01309/CO,GRANJA AVICOLA NUESTRA SEÑORA DE GUIA S.L.,Córdoba/VILLANUEVA DEL DUQUE,EPC,,,
14.01389/SE,PULIDO CABRERA CARLOS,Sevilla/OSUNA,EPC,,,
14.01436/SE,ALVAREZ CAMACHO S.L.,Sevilla/MARCHENA,"CS, PP",,,
14.01471/AL,"CHACON BERBEL, DOMINGO",Almería/VELEZ-RUBIO,EPC,,,
14.01545/GR,"PRETEL FAJARDO, MARIA BLANCA",Granada/LENTEGI,EPC,,,
14.01596/SE,"FERNANDEZ PARRA, ROBERTO",Sevilla/ECIJA,EPC,,,
14.01631/H,GRANJA AVICOLA ROCIO S.L.,Huelva/LUCENA DEL PUERTO,EPC,,,
14.01632/H,GRANJA AVICOLA MARQUEZ C.B.,Huelva/VILLALBA DEL ALCOR,"CS, EPC",,,
14.01633/J,"GARCIA MORENO, MANUEL",Jaén/ARJONILLA,EPC,,,
14.01643/AL,AVICOLA DE LAUJAR S.L.,Almería/LAUJAR DE ANDARAX,EPC,,,
14.01678/GR,GRANJA PACHECO S.L.,Granada/LOJA,EPC,,,
14.01681/SE,"QUINTA BEJARANO, ESPERANZA",Sevilla/CORIA DEL RIO,EPC,,,
14.01688/SE,DISTRIBUCIONES HOYOS DOMINGUEZ S.L.,Sevilla/BRENES,CS,,,
14.01705/MA,"ALBA GONZALEZ, CARLOS",Málaga/TORROX,EPC,,,
14.01711/MA,GRANJA AVICOLA JOSE LUQUE S.L.,Málaga/VILLANUEVA DEL TRABUCO,"CS, EPC",,,
14.01724/J,"RUIZ RUIZ, ANA MARIA",Jaén/PORCUNA,EPC,,,
14.01739/MA,"MACIAS FUENTES, FRANCISCO",Málaga/MALAGA,EPC,,,
14.01845/MA,"MORENO RUIZ, ANTONIO",Málaga/MIJAS,EPC,,,
14.01854/CO,"PEREZ GOMEZ, MANUEL",Córdoba/GUADALCAZAR,EPC,,,
14.01866/SE,SAUCEDO DE LA COSTA ROBERTO MANUEL,Sevilla/CARMONA,EPC,,,
14.01889/MA,"GALVEZ CAMPOS, MARIA FELISA",Málaga/VELEZ-MALAGA,EPC,,,
14.01890/MA,"MORENO CAÑIZARES, FRANCISCO",Málaga/PERIANA,EPC,,,
14.01891/J,ESTEBAN BARRANCO LUPION Y OTROS C.B.,Jaén/LUPION,EPC,,,
14.01910/J,"SANCHEZ MONTORO, BENITO",Jaén/ANDUJAR,EPC,,,
14.01934/GR,AVICOLA GARRIDO GARCIA S.L.,Granada/ATARFE,EPC,,,
14.01955/J,PEDRO Y JUAN A. CEJUDO GARRIDO C.B.,Jaén/BAEZA,EPC,,,
14.01956/J,"LOPEZ MARTINEZ, ANTONIO",Jaén/JABALQUINTO,EPC,,,
14.01976/GR,"SANCHEZ VARGAS, TOMAS",Granada/GRANADA,CS,,,
14.01987/SE,"GONZALEZ FERNANDEZ, ALTAGRACIA",Sevilla/CASARICHE,"CS, EPC",,,
14.01993/SE,DAGU S.A.,Sevilla/ALCALA DE GUADAIRA,CS,,,
14.01998/CA,"MORENO ZAJARA, PEDRO",Cádiz/CONIL DE LA FRONTERA,CS,,,
14.02014/CO,"FERNANDEZ ZAMORA, JOSE",Córdoba/CASTRO DEL RIO,EPC,,,
14.02015/MA,HUEVOS NAVARRETE S.L.,Málaga/CAMPANILLAS,EPC,,,
14.02021/GR,"MARTIN SALCEDO, JOSEFA",Granada/ALMUÑECAR,EPC,,,
14.02039/GR,C.B. PEREZ Y SALAS,Granada/BELICENA,EPC,,,
14.02066/MA,HERMANOS GOMEZ MADUEÑO S.C.,Málaga/CARTAMA,"CS, EPC",,,
15.00002/GR,INDUSTRIAS LÁCTEAS DE GRANADA S.L.,Granada/GRANADA,"PP, CC",,,
15.00043/GR,S. COOP. ANDALUZA SANTIAGO APOSTOL,Granada/FUENTE VAQUEROS,"CS, PP",,,
15.00060/GR,ANDROS GRANADA S.L.U.,Granada/GRANADA,PP,,,
15.00122/CO,S.C.A. GANADERA DEL VALLE DE LOS PEDROCHES (COVAP),Córdoba/POZOBLANCO,"CS, PP, CC",,,
15.00485/J,LACTEAS GARCIA BAQUERO S.A.,Jaén/ALCALA LA REAL,CC,,,
15.00497/GR,QUESO MONTEFRIEÑO S.L.,Granada/MONTEFRIO,PP,,,
15.00518/SE,QUESOS LOS VAZQUEZ S.L.,Sevilla/CASTILLEJA DEL CAMPO,PP,,,
15.00559/CA,S.A.T. 5579 LA ZORRERA,Cádiz/CONIL DE LA FRONTERA,PP,,,
15.00574/SE,S.COOP. ANDALUZA VALEME,Sevilla/DOS HERMANAS,"PP, CC",,,
15.00578/SE,VEGA E HIJOS S.A.,Sevilla/SAN JOSE DE LA RINCONADA,PP,,,
15.00591/AL,LECHE EXAGA S.L.,Almería/NIJAR,"CS, PP",,,
15.00722/CA,SOLIDARIDAD DE CABREROS SOCIEDAD COOPERATIVA LIMITADA,Cádiz/TREBUJENA,CC,,,
15.00848/AL,SOCIEDAD COOPERATIVA ANDALUZA LA PASTORA DE TABERNO,Almería/TABERNO,"CS, CC",,,
15.00881/MA,SOCIEDAD COOPERATIVA ANDALUZA AGASUR,Málaga/MALAGA,"RW, PP, CC",,,
15.00942/J,CARMEN MARTINEZ MARTINEZ,Jaén/JAEN,PP,,,
15.00950/MA,"MANTEQUERIAS ARIAS, S.A.",Málaga/RONDA,PP,,,
15.01010/J,S.A.T. 4138 HERMANOS MARTINEZ MARTINEZ,Jaén/JAEN,"RW, PP",,,
15.01072/AL,SOCIEDAD COOPERATIVA ANDALUZA LOS FILABRES,Almería/SORBAS,CC,,,
15.01115/AL,LACTEOS LA GOLETA S.L.,Almería/CAÑADA DE SAN URBANO (LA),PP,,,
15.01123/SE,QUESOS TORRELAREINA S.L.,Sevilla/GUILLENA,"RW, PP",,,
15.01260/H,QUESERIA DEHESA DOS HERMANAS SL,Huelva/SANTA BARBARA DE CASA,PP,,,
15.01322/AL,GRANADOS Y MELLADO S.L.U.,Almería/ALBOX,CC,,,
15.01404/CA,SOCIEDAD COOPERATIVA APIOLVERA,Cádiz/OLVERA,PP,,,
15.01453/AL,"QUESOS MONTEAGUD, S.L.",Almería/ULEILA DEL CAMPO,"CS, PP",,,
15.01466/CA,QUESOS EL BOSQUEÑO S.L.,Cádiz/BOSQUE (EL),PP,,,
15.01518/SE,ROMERO CALAHORRO JUAN,Sevilla/MONTELLANO,PP,,,
15.01592/SE,S.A.T. 8042 EL ALJARAFE,Sevilla/GINES,PP,,,
15.01644/MA,REY CABRA S.A.,Málaga/CAÑETE LA REAL,PP,,,
15.01667/MA,S. COOP. ANDALUZA AGRUPACION DE GANADEROS DE LOS MONTES DE MALAGA,Málaga/COLMENAR,"PP, CC",,,
15.01733/SE,S. COOP. ANDALUZA CORSEVILLA,Sevilla/PEDROSO (EL),PP,,,
15.01744/AL,YOGGYSSANO S.L.,Almería/VIATOR,PP,,,
15.02368/SE,HERMANOS BATATO S.L.,Sevilla/ALCALA DE GUADAIRA,PP,,,
15.02373/SE,MANUEL CORONA S.L.,Sevilla/PEDRERA,CS,,,
15.02377/MA,LOBATON LOZANO EMILIO,Málaga/SIERRA DE YEGUAS,PP,,,
15.02393/GR,LA CUEVA DE LA MAGAHA S.L.,Granada/JAYENA,"RW, PP",,,
15.02469/GR,"RIVAS CASTRO, ROBERTO",Granada/MARACENA,PP,,,
15.02470/SE,FROMANDAL S.A.,Sevilla/LEBRIJA,PP,,,
15.02533/J,IBAÑEZ Y VALVERDE S.L.,Jaén/ALCALA LA REAL,"RW, PP",,,
15.02534/CO,"PLAZUELO REDONDO, DIEGO",Córdoba/VILLARALTO,PP,,,
15.02623/J,MILKGRAS S.L.,Jaén/JAEN,PP,,,
15.02633/CO,QUESERIA DE LA SIERRA SUBBETICA S.L.,Córdoba/ZUHEROS,PP,,,
15.02640/AL,CAMARAS FRIGORIFICAS DEL PUERTO DE ALMERIA S.L.,Almería/ALMERIA,PP,,,
15.02662/GR,SOCIEDAD COOPERATIVA ANDALUZA JOGABA,Granada/MOCLIN,CC,,,
15.02696/CO,QUESERIA ARTESANAL EL PALANCAR S.L.,Córdoba/CARCABUEY,PP,,,
15.02830/J,RAY LECH S.L.,Jaén/VALDEPEÑAS DE JAEN,CC,,,
15.02868/MA,CASBUE 2002 S.L.,Málaga/ALHAURIN DE LA TORRE,PP,,,
15.02979/H,MONTE ROBLEDO ARACENA S.L.,Huelva/ARACENA,PP,,,
15.02990/MA,QUESOS SUR DEL TORCAL S.L.,Málaga/ANTEQUERA,PP,,,
15.03023/CO,INDUSTRIAS LACTEAS CARLOTEÑAS S.A.L.,Córdoba/CARLOTA (LA),"CS, PP",,,
15.03073/CA,QUESOS PAYOYO S.L.,Cádiz/VILLALUENGA DEL ROSARIO,PP,,,
15.03114/SE,FEDERICO FLORES S.A.,Sevilla/SEVILLA,RW,,,
15.03205/CO,EAST & WEST INVESTMENTS SPAIN S.L.,Córdoba/HINOJOSA DEL DUQUE,PP,,,
15.03206/GR,HEREDEROS DE IGNACIO MIRANDA LEYVA,Granada/GUADIX,PP,,,
15.03248/MA,MONTERO ALIMENTACION S.L.,Málaga/CAMPANILLAS,"RW, PP",,,
15.03400/SE,FONTALEVA QUESERA S.L.,Sevilla/FUENTES DE ANDALUCIA,PP,,,
15.03653/MA,"MATEO QUIÑONES, ANA MARIA",Málaga/CASARES,PP,,,
15.03685/H,LA JOYA DE LOS VAZQUEZ S.L.,Huelva/GRANADA DE RIO-TINTO (LA),PP,,,
15.03695/CO,S.COOP.ANDALUZA NTRA. SRA. VIRGEN DE LAS ALCANTARILLAS,Córdoba/BELALCAZAR,CC,,,
15.03811/SE,SEVILLANA DE QUESOS S.A.,Sevilla/SEVILLA,RW,,,
15.03834/GR,S.COOP.ANDALUZA 2º GRADO ALFIL,Granada/IZNALLOZ,CC,,,
15.03864/MA,LACTEOS EL PASTOR DEL VALLE S.L.,Málaga/ALHAURIN EL GRANDE,"RW, PP",,,
26.00439/CO,PRECOCINADOS POZO S.A.,Córdoba/PUENTE GENIL,PP,,,
26.00554/GR,ABBOTT LABORATORIES S.A.,Granada/GRANADA,PP,,,
26.01033/SE,JUAN JOSE SOLA RICCA S.A.,Sevilla/SEVILLA,PP,,MP,
26.03019/MA,FABRICA DE PASTA O MAMMA MIA S.A.,Málaga/MALAGA,PP,,MP,
26.03514/SE,GUROSI S.L.,Sevilla/MAIRENA DEL ALJARAFE,PP,,MP,
26.04487/GR,GARCIA FERNANDEZ FRANCISCO,Granada/OGIJARES,PP,,MP,
26.04598/MA,MANUEL DEL PINO AVALO Y OTRO S.C.,Málaga/MALAGA,PP,,MP,
26.04930/CO,PRECOCINADOS Y CONGELADOS HERMANOS POZO S.L.,Córdoba/PUENTE GENIL,PP,,MP,
26.04993/SE,ALFOCAN S.A.,Sevilla/ISLA MAYOR,PP,,,
26.04994/SE,BERLANGA MARTIN S.L.,Sevilla/ALCALA DE GUADAIRA,PP,,MP,
26.05131/SE,DIFRISUR S.L.,Sevilla/ARAHAL,PP,,,
26.05173/SE,RAMOS VEGA S.L.,Sevilla/BOLLULLOS DE LA MITACION,PP,,MP,
26.05812/CO,PREPARADOS Y PRODUCTOS ARTESANOS LA PERLA S.L.,Córdoba/CORDOBA,PP,,MP,
40.00005/AL,CONGELADOS ALOMAR S.C.,Almería/HUERCAL DE ALMERIA,CS,,,
40.00126/GR,ALGARRA Y ORTEGA S.L.,Granada/GRANADA,CS,,,
40.00144/SE,ALMACENES DE LA FUENTE MARTOS S.A.,Sevilla/OSUNA,CS,,,
40.00148/GR,AVINATUR PRODUCCIONES AVICOLAS S.L.U.,Granada/PURULLENA,CS,,,
40.00154/GR,POZOGRAN S.L.,Granada/CULLAR,CS,,,
40.00159/SE,HERMANOS GAVIRA S.L.,Sevilla/PALACIOS Y VILLAFRANCA (LOS),CS,,,
40.00176/CA,RUIZ CASTRO S.L.,Cádiz/PUERTO REAL,CS,,,
40.00197/CA,"MANZANARES LOZANO, ANTONIO",Cádiz/BARRIOS (LOS),CS,,,
40.00214/SE,PEDRO GONZALEZ DE LUIS S.L.,Sevilla/SEVILLA,CS,,,
40.00248/GR,HELADOS Y POSTRES S.A.,Granada/PELIGROS,CS,,,
40.00253/SE,ATERO ALIMENTOS CONGELADOS S.L.,Sevilla/ESTEPA,CS,,,
40.00487/SE,FRIGODOCKS S.A.,Sevilla/SEVILLA,CS,,,
40.00529/SE,MANCHENIETO - PASCUAL NIETO S.L.,Sevilla/MAIRENA DEL ALJARAFE,RW,,,
40.00585/SE,MOLINO SAN JERONIMO S.L.,Sevilla/SEVILLA,CS,,,
40.00655/H,CONGELADOS ESCOBAR S.A.,Huelva/NERVA,CS,,,
40.00679/SE,C.B. FELICIANO GOMEZ GARRUDO Y OTROS,Sevilla/SEVILLA,CS,,,
40.00683/GR,CAMPOY C.B.,Granada/MOTRIL,CS,,,
40.00851/SE,RODRIGUEZ MORA S.A.,Sevilla/AZNALCAZAR,CS,,,
40.00882/CA,VICENTE ALONSO S.L.,Cádiz/ARCOS DE LA FRONTERA,CS,,,
40.00906/J,MAGALI ALIMENTACION S.L.,Jaén/ANDUJAR,CS,,,
40.00937/SE,HERMANOS AYALA SOUSA S.L.,Sevilla/UTRERA,CS,,,
40.00965/CA,MANUEL VALLEJO S.A.,Cádiz/JEREZ DE LA FRONTERA,CS,,,
40.00992/J,JUAN LOPEZ LOPEZ S.L.,Jaén/BEGIJAR,CS,,,
40.01064/CA,VICENTE ALONSO S.L.,Cádiz/CADIZ,CS,,,
40.01074/J,S.COOP.ANDALUZA COVIRAN,Jaén/ANDUJAR,CS,,,
40.01194/SE,RAFAEL OLIAS FERNANDEZ S.L.,Sevilla/SEVILLA,CS,,,
40.01294/CO,MANTEPAN S.A.,Córdoba/CORDOBA,CS,,,
40.01501/SE,ARANDA PATINO LUIS DANIEL,Sevilla/UTRERA,"CS, RW",,,
40.01522/SE,CONSORCIO CIELO AZUL S.L.,Sevilla/PALACIOS Y VILLAFRANCA (LOS),CS,,,
40.01523/SE,D'CABO CHICHARRONES S.L.,Sevilla/SEVILLA,CS,,,
40.01592/CO,RAMIREZ SANTOS S.L.,Córdoba/CORDOBA,CS,,,
40.01593/GR,FRIGORIFICOS PAYAN S.L.,Granada/GRANADA,CS,,,
40.01614/MA,ALMACENES CARMONA S.A.,Málaga/ANTEQUERA,"CS, RW",,,
40.01651/MA,ALIMENTACION PENINSULAR S.A.,Málaga/RONDA,CS,,,
40.01656/CO,PROCOL S.L.,Córdoba/LUCENA,CS,,,
40.01743/MA,CASA REYES JIMENEZ S.L.,Málaga/FUENGIROLA,CS,,,
40.01763/SE,SUPERSOL SPAIN S.L.U.,Sevilla/SEVILLA,CS,,,
40.01846/SE,MANUEL BAREA S.A.,Sevilla/SEVILLA,CS,,,
40.01968/SE,BERNAL MONTERO S.L.,Sevilla/SEVILLA,CS,,,
40.02006/CA,PESCADOS Y MARISCOS SALAS S.L.,Cádiz/SANLUCAR DE BARRAMEDA,CS,,,
40.02109/CO,"RIO TRAPERO, PEDRO DEL",Córdoba/PUENTE GENIL,CS,,,
40.02137/MA,FRIGORIFICOS A. GASPAR E HIJOS S.L.,Málaga/MALAGA,CS,,,
40.02306/CO,LUIS PIÑA S.A.,Córdoba/POZOBLANCO,CS,,,
40.02750/J,ALMACENES SAN MIGUEL S.A.,Jaén/ANDUJAR,CS,,,
40.02751/J,LUIS PIÑA S.A.,Jaén/JAEN,CS,,,
40.02849/SE,JUAN JOSE SOLA RICCA S.A.,Sevilla/SEVILLA,CS,,,
40.02949/CO,JOSE ARROYO E HIJOS S.L.,Córdoba/PUENTE GENIL,CS,,,
40.02950/CO,EXCLUSIVAS GARCIA CANO S.L.,Córdoba/CORDOBA,CS,,,
40.03199/J,JAMONES SIERRA VERDE S.L.,Jaén/JAEN,CS,,,
40.03518/AL,JUAN SEGURA MOLINA E HIJOS S.A.,Almería/ALMERIA,CS,,,
40.03577/SE,PANIFICADORA Y CONFITERIA S.A. PAYCO S.A,Sevilla/SEVILLA,CS,,,
40.03642/SE,EXCLUSIVAS MAIRENA S.A.,Sevilla/MAIRENA DEL ALCOR,"CS, RW",,,
40.04351/CA,MERCADO AGRICOLA P.R.C. S.A.,Cádiz/PUERTO REAL,CS,,,
40.04522/MA,QUALIANZA SERVICIOS INTEGRALES DE DISTRIBUCION S.L.U.,Málaga/MALAGA,CS,,,
40.04525/MA,AHUMADOS DOMINGUEZ S.A.,Málaga/MALAGA,CS,,,
40.04657/CO,COMERCIAL DE BEBIDAS CORTES S.L.,Córdoba/PUENTE GENIL,CS,,,
40.05199/CO,ALIMENTARIA DEL VALLE S.A.,Córdoba/POZOBLANCO,CS,,,
40.05288/GR,CAPIFER GRANADA S.L.,Granada/CHURRIANA DE LA VEGA,CS,,,
40.05339/MA,ROMAN Y MARTOS S.L.,Málaga/MALAGA,CS,,,
40.05350/H,CONGELADOS ARACENA,Huelva/ARACENA,CS,,,
40.05351/CO,MOLERO AVICOLA S.L.,Córdoba/CORDOBA,CS,,,
40.05453/CA,FRIGORIFICOS PUERTOMAR S.L.,Cádiz/CHICLANA DE LA FRONTERA,CS,,,
40.05831/J,ALMACENES MAYORALAS S.L.,Jaén/BEAS DE SEGURA,CS,,,
40.05832/CO,ALMACEN COMERCIAL MARISCAL S.L.,Córdoba/CORDOBA,CS,,,
40.06147/J,LUIS PIÑA S.A.,Jaén/UBEDA,CS,,,
40.06380/SE,SANTA CLARA ALIMENTACION S.L.,Sevilla/SEVILLA,CS,,,
40.06531/CA,DIZVALLE ALIMENTACION S.L.,Cádiz/ARCOS DE LA FRONTERA,CS,,,
40.06621/CO,CORALBE S.L.,Córdoba/CORDOBA,CS,,,
40.06778/MA,OLEA Y SERRANO S.A.,Málaga/MALAGA,CS,,,
40.06813/CO,CONGELADOS CORDOBA S.A.,Córdoba/CORDOBA,CS,,,
40.06950/CO,"ALIMENTACION PENINSULAR S.A. ""ALIPENSA""",Córdoba/CORDOBA,CS,,,
40.06952/CO,J. A. F. ARENAS DISTRIBUCIONES S.L.,Córdoba/CORDOBA,CS,,,
40.07159/CO,"ALIMENTACION PENINSULAR S.A. ""ALIPENSA""",Córdoba/MONTILLA,CS,,,
40.07524/CO,"ALIMENTACION PENINSULAR S.A. ""ALIPENSA""",Córdoba/LUCENA,CS,,,
40.07586/J,INDUSTRIAS FRIGORIFICAS BONILLA S.L.,Jaén/MARTOS,CS,,,
40.07706/MA,ALDEM S.A. UNIPERSONAL,Málaga/MIJAS,CS,,,
40.07707/SE,CARO RUIZ S.A.,Sevilla/ECIJA,CS,,,
40.07760/MA,GIBRALFARO PESCA S.L.,Málaga/MALAGA,CS,,,
40.07779/CO,"ALIMENTACION PENINSULAR S.A. ""ALIPENSA""",Córdoba/PALMA DEL RIO,CS,,,
40.07827/SE,PLATAFORMA DE DISTRIBUCION DE ALIMENTOS DEL SUR S.A.,Sevilla/DOS HERMANAS,CS,,,
40.07858/J,C.B. DISTRIBUCIONES ARJONILLA,Jaén/ARJONILLA,CS,,,
40.07866/CA,FRANCISCO DE AVILA E HIJOS S.L.,Cádiz/PUERTO REAL,CS,,,
40.07890/MA,TRANSPORTES FRIGORIFICOS NARVAL S.L.,Málaga/MALAGA,CS,,,
40.07992/J,PESCADOS Y MARISCOS ALEXRO S.L.,Jaén/JAEN,CS,,,
40.08045/SE,CONGELADOS RODRIALBA S.L,Sevilla/ECIJA,CS,,,
40.08121/CA,"VAZQUEZ FERNANDEZ, RAMON MANUEL",Cádiz/PUERTO REAL,CS,,,
40.08123/CO,BOFROST S.A.U.,Córdoba/CORDOBA,CS,,,
40.08142/H,EXPROMAR S.L.,Huelva/HUELVA,CS,,,
40.08185/MA,MAKRO AUTOSERVICIO MAYORISTA S.A.,Málaga/MALAGA,CS,,,
40.08283/SE,PESCADOS Y MARISCOS HERMANOS ANGULO S.L.,Sevilla/ALCALA DE GUADAIRA,CS,,,
40.08402/CO,ALQUILER Y GESTION DE FRIO Y LOGISTICA S.L.,Córdoba/ALCOLEA,"CS, RW",,,
40.08403/CO,FEYMA ALIMENTARIA S.L.,Córdoba/POZOBLANCO,CS,,,
40.08431/H,CONGELADOS ALPRESA S.L.L.,Huelva/VILLARRASA,CS,,,
40.08834/MA,COMERCIAL GARCIA MORENO S.L.,Málaga/MALAGA,CS,,,
40.08919/J,ALMACENES GUERRA ARENAS S.L.,Jaén/ANDUJAR,CS,,,
40.08956/CO,IBERICOS PETRU S.L.,Córdoba/CORDOBA,"CS, RW",,,
40.08960/CA,"PEREZ RAMOS, SALVADOR",Cádiz/SANLUCAR DE BARRAMEDA,CS,,,
40.08975/CO,CHACON ALCANTARA S.L.,Córdoba/VICTORIA (LA),CS,,,
40.09135/J,LUIS PIÑA S.A.,Jaén/ANDUJAR,CS,,,
40.09203/CA,TOMAS RODRIGUEZ S.L.,Cádiz/SANLUCAR DE BARRAMEDA,CS,,,
40.09246/GR,C.B. DIALGRA,Granada/CHURRIANA DE LA VEGA,CS,,,
40.09255/MA,SOCIEDAD COOPERATIVA ANDALUZA RONDA-FRIO,Málaga/RONDA,CS,,,
40.09284/H,DISTRIBUCIONES CARDOSO S.A.,Huelva/HUELVA,CS,,,
40.09290/CO,PANYFRIO S.L.,Córdoba/CORDOBA,CS,,,
40.09291/CO,DISTRIBUCIONES DIEGO CANALS S.L.,Córdoba/CORDOBA,CS,,,
40.09292/CO,ALMACENES YEBENES S.A.,Córdoba/BAENA,CS,,,
40.09315/AL,EQUIPO COMERCIAL ORGANIZADO S.L.,Almería/HUERCAL DE ALMERIA,CS,,,
40.09316/AL,CUDAL DISTRIBUCION DE ALIMENTACION S.L.,Almería/ALMERIA,CS,,,
40.09399/SE,DISTRIBUCIONES CARNICAS Y JAMONES HG S.L.,Sevilla/SEVILLA,CS,,,
40.09465/GR,J.L. RODRIGUEZ ESPIGARES S.L.,Granada/CHURRIANA DE LA VEGA,CS,,,
40.09468/J,MARISCOS CASTELLAR S.L.,Jaén/JAEN,CS,,,
40.09629/CO,S.C.A. DE DETALLISTAS DE ALIMENTACION SAN RAFAEL,Córdoba/CORDOBA,CS,,,
40.09634/SE,GRUPO HERMANOS MARTIN S.A.,Sevilla/DOS HERMANAS,CS,,,
40.09673/J,COBEDIS COMESTIBLES Y BEBIDAS S.L.,Jaén/MARTOS,CS,,,
40.09681/CA,SUPERMERCADO CADIZ S.L.U.,Cádiz/CADIZ,CS,,,
40.09682/J,PESCADOS Y MARISCOS JIMENEZ S.L.,Jaén/MARTOS,CS,,,
40.09683/J,SOCIEDAD COOPERATIVA ANDALUZA COVIRAN,Jaén/JAEN,CS,,,
40.09717/GR,SOCIEDAD COOPERATIVA ANDALUZA COVIRAN,Granada/MOTRIL,CS,,,
40.09736/SE,EL ALMACEN DE JIMENEZ PRADOS S.L.,Sevilla/RODA DE ANDALUCIA (LA),CS,,,
40.09739/J,ALMACENES PACO CLEMENTE S.L.,Jaén/ANDUJAR,CS,,,
40.09740/CO,CARMONA ALIMENTACION S.L.,Córdoba/CORDOBA,CS,,,
40.09856/AL,"FLOCALIDAD, S.L.",Almería/VIATOR,CS,,,
40.09945/AL,"QUALIANZA SERVICIOS INTEGRALES DE DISTRIBUCION, S.L",Almería/VIATOR,CS,,,
40.09947/CA,MI SUPER ALBEYCO S.A.,Cádiz/OLVERA,CS,,,
40.10015/MA,APOZA S.A.,Málaga/MALAGA,"CS, RW",,,
40.10027/AL,CASH URIBE NORTE S.L.,Almería/FINES,CS,,,
40.10044/CO,S. COOP. ANDALUZA DETALLISTA DE ALIMENTACION SAN RAFAEL,Córdoba/CORDOBA,CS,,,
40.10045/SE,LOGICON SEVILLANO S.L.,Sevilla/ECIJA,CS,,,
40.10075/MA,IMPORT MONTES S.L.,Málaga/MARBELLA,CS,,,
40.10142/H,"PASCUAL MARTINEZ, JOSE RAMON",Huelva/AYAMONTE,CS,,,
40.10149/SE,DISJARMA S.A.,Sevilla/DOS HERMANAS,CS,,,
40.10251/J,INDUSTRIAS CARNICAS SANCHEZ SALIDO S.L.L.,Jaén/MANCHA REAL,CS,,,
40.10370/CO,COMERCIAL PIEDRA TRUJILLO S.L.,Córdoba/CORDOBA,CS,,,
40.10452/CA,S.COOP.ANDALUZA NTRA. SRA. DE LOS REMEDIOS-PICASAT,Cádiz/OLVERA,CS,,,
40.10511/GR,S.COOP.ANDALUZA COVIRAN,Granada/BAZA,CS,,,
40.10512/GR,CONGELADOS CARRY S.L.,Granada/GRANADA,CS,,,
40.10513/GR,PRODUCTOS PUJANTE S.A.,Granada/BAZA,CS,,,
40.10516/SE,N.R. ALIMENTACION S.L.,Sevilla/ALCALA DE GUADAIRA,CS,,,
40.10518/GR,CONGELADOS PEREZ MARIN S.L.,Granada/BAZA,CS,,,
40.10519/CA,VICENTE ALONSO S.L.,Cádiz/CHICLANA DE LA FRONTERA,CS,,,
40.10520/AL,DIMOBA S.A.,Almería/ALMERIA,CS,,,
40.10524/AL,RODRIGUEZ GONZALEZ GINES,Almería/CUEVAS DEL ALMANZORA,CS,,,
40.10529/AL,SOCIEDAD COOPERATIVA ANDALUZA COVIRAN,Almería/EJIDO (EL),CS,,,
40.10533/GR,CONFRIMAR S.A.,Granada/SANTA FE,CS,,,
40.10537/J,COMERCIAL ANTONIO RUS S.L.,Jaén/IBROS,CS,,,
40.10552/CA,SUMIGADES S.L.,Cádiz/CADIZ,CS,,,
40.10571/GR,FRIGORIFICOS PAYAN S.L.,Granada/GRANADA,"CS, RW",,,
40.10572/AL,CARO RUIZ S.A.,Almería/ALMERIA,CS,,,
40.10575/AL,CARO RUIZ S.A.,Almería/ROQUETAS DE MAR,CS,,,
40.10578/CA,VICENTE ALONSO S.L.,Cádiz/PUERTO DE SANTA MARIA (EL),CS,,,
40.10579/MA,DISTRIBUIDORA LACTEA LA PEÑA S.L.,Málaga/ANTEQUERA,CS,,,
40.10583/SE,ANTONIO TOBAJAS S.L.,Sevilla/SEVILLA,CS,,,
40.10584/AL,CONGELADOS EXPRESS S.L.,Almería/ALMERIA,"CS, RW",,,
40.10673/J,"CASTRO PARRAS, JOSE",Jaén/ARJONA,CS,,,
40.10716/J,TRIPIESA S.L.,Jaén/UBEDA,"CS, RW",,,
40.10756/GR,JOSE ANTONIO ARCO LOPEZ S.L.,Granada/GRANADA,CS,,,
40.10758/CA,DISTRIBUCIONES J. CHACON CASERNI S.L.,Cádiz/SAN ROQUE,CS,,,
40.10877/SE,QUALIANZA SERVICIOS INTERNACIONALES DISTRIBUCION S.L.U.,Sevilla/DOS HERMANAS,CS,,,
40.10879/AL,COMERCIAL PANTALEON S.L.,Almería/CAÑADA DE SAN URBANO (LA),CS,,,
40.10881/GR,DISTRIBUCIONES RIVERA E HIJOS S.L.,Granada/GRANADA,CS,,,
40.10883/J,DISTRIBUCIONES LA MAR DE BUENOS S.L.,Jaén/JAEN,CS,,,
40.10884/GR,FRIGORIFICOS FRIPELSA S.L.,Granada/CHURRIANA DE LA VEGA,CS,,,
40.10885/GR,DISTRIBUCIONES PLATA GRANADA S.L.,Granada/OGIJARES,CS,,,
40.10892/GR,ACACIO S.L.,Granada/CIJUELA,CS,,,
40.10893/SE,FRIGORIFICOS PROAVEMAR S.L.,Sevilla/MARCHENA,"CS, RW",,,
