"Nº RGSEAA (*)","Razón Social","Provincia/Localidad","Actividades","Especies (**)","Otros Detalles","TSE Feed Ban"
"40.22258/MA","COMERCIAL JOSE QUINTERO S.L.","Málaga/ESTEPONA","CS",,,
"15.05793/SE","RUIZ JIMENEZ, FRANCISCO","Sevilla/CANTILLANA","RW, PP",,,
"40.22267/S","RICARDO DE LA VIÑA PEREZ","Cantabria/SANTANDER","CS",,,
"10.20017/SS","CARNES SEIN, S.L.","Gipuzkoa/DONOSTIA/SAN SEBASTIAN","CS, CP, MM, MP, PP",,"MP",
"40.22270/GC","S.A.T. QUESO FLOR VALSEQUILLO","Palmas, Las/VALSEQUILLO DE GRAN CANARIA","CS",,,
"12.16064/C","PESCADOS Y MARISCOS MARGALICIA, S.C.","Coruña, A/CORUÑA (A)","RW",,,
"40.22280/CA","YUDESAN S.L.","Cádiz/SANLUCAR DE BARRAMEDA","CS",,,
"10.20023/SA","EMBUTIDOS ARTESANOS IGLESIAS RODRIGUEZ, S.L.","Salamanca/GUIJUELO","RW, MM, MP, PP",,"MP",
"15.05799/ZA","MANUELA GALLEGO MARTIN","Zamora/BAMBA","RW",,,
"40.22294/CO","CARO RUIZ S.A.","Córdoba/CORDOBA","CS, RW",,,
"26.09143/SE","TORCASUR S.L.","Sevilla/SAN JUAN DE AZNALFARACHE","PP",,,
"40.22302/J","REPRESENTACIONES JIENNENSES S.L.L.","Jaén/JAEN","CS",,,
"40.22303/H","CENTRO DE ELABORACION PROPIA S.L.","Huelva/SAN JUAN DEL PUERTO","CS",,,
"40.22307/AL","COALIMENT ANDALUCIA S.L.","Almería/HUERCAL DE ALMERIA","CS",,,
"40.22308/SE","MARTOS MARTON, ELADIO","Sevilla/MARINALEDA","CS",,,
"40.22309/J","GARRIDO GUTIERREZ TOMAS","Jaén/JAMILENA","CS",,,
"40.22311/PO","DISTRIBUCIONES FROIZ SA","Pontevedra/ROSAL (O)","CS, RW",,,
"12.16076/SS","CONGELADOS JAIZKIBEL, S.L.","Gipuzkoa/ASTIGARRAGA","CS, FFP",,,
"40.22319/MU","JUAN DE DIOS CANO MOLINA Y FRANCISCO JOSE JIMENEZ ALCARAZ C.B.","Murcia/CEUTI","CS",,,
"40.22328/IB","NUEVOS CONCEPTOS Y FRANQUICIAS, SL","Islas Baleares/PALMA","CS",,,
"40.22329/PM","INSTAL·LACIONS FRIGORIFIQUES BALEARS, SL","Palma de Mallorca/LLUCMAJOR","CS",,,
"10.20047/B","FRIGEL SL","Barcelona/CENTELLES","RW",,"MP, ST",
"12.16088/B","FRIGEL SL","Barcelona/CENTELLES","RW",,,
"40.22330/B","FRIGEL SL","Barcelona/CENTELLES","CS",,,
"40.22332/B","BON PREU SA","Barcelona/BALENYA","CS",,,
"40.22334/B","FONT GASTRONOMIC GLOBAL SERVICES S.L.","Barcelona/TONA","CS",,,
"40.22341/BA","CASERFRI S.L.","Badajoz/LOBON","CS",,,
"26.09172/NA","CONSERVAS ALMANAQUE, S.L.","Navarra/ANDOSILLA","RW, PP",,"MP",
"10.20059/AL","INDALQUES S.L.","Almería/ALMERIA","CS",,,
"10.20062/J","MUDARRA SANCHEZ, DANIEL","Jaén/FRAILES","RW, MM, MP, PP",,"MP",
"40.22349/BI","REPRESENTACIONES IRMA, S.L.","Bizkaia/VALLE DE TRAPAGA-TRAPAGARAN","CS",,,
"40.22350/HU","EMBUTIDOS AVENTIN S.A.","Huesca/GRAUS","CS, RW",,,
"40.22357/MU","PEDRO CAMPILLO, S.A.","Murcia/MURCIA","CS",,,
"40.22359/AL","INDALQUES S.L.","Almería/ALMERIA","CS, RW",,,
"40.22360/MA","COALIMENT ANDALUCIA S.L.","Málaga/ANTEQUERA","CS",,,
"40.22361/SE","CONGELADOS EL MELLI S.L.","Sevilla/CARMONA","CS",,,
"40.22363/GR","C.B. MIGUEL CAÑIGUERAL E HIJOS","Granada/MONACHIL","CS",,,
"10.20081/M","LEM COMERCIO INTERNACIONAL, S.L.U.","Madrid/SAN AGUSTIN DEL GUADALIX","CS, CP, MM, MP",,,
"40.22387/O","AB SERVICIOS SELECTA ESPAÑA SL","Asturias/CORUÑO","CS",,,
"12.16129/PO","FRIGORIFICOS MORATA, S.L.","Pontevedra/POIO","CS",,,
"12.16131/S","FROXA S.A.","Cantabria/PEÑACASTILLO","CS",,,
"40.22403/CA","P. LLINARES S.L.","Cádiz/ALGECIRAS","CS",,,
"40.22406/NA","AB SERVICIOS SELECTA ESPAÑA, S.L.","Navarra/NOAIN","CS",,,
"40.22412/SE","VELASCO MARTIN, JOSE LUIS","Sevilla/CORRALES (LOS)","CS",,,
"40.22417/TO","SÁNCHEZ MORA-GRANADOS SATURNINO","Toledo/MORA","CS",,,
"40.22429/AB","TRANSPORTES FRIGORIFICOS VILLARROBLEDO, S.L.","Albacete/ALBACETE","CS",,,
"40.22432/TO","MARIANO GONZÁLEZ RAMOS, S.L.","Toledo/TORRIJOS","CS, RW",,,
"40.22440/V","VENDING LEVANTE, S.A.","Valencia/València/MONCADA","CS",,,
"40.22441/GR","INDUSTRIAS CAMPOS LOJA S.L.","Granada/LOJA","CS",,,
"40.22453/B","DISFLOVE SL","Barcelona/RIPOLLET","CS",,,
"40.22454/B","CABRERA PORCEL, RAMON","Barcelona/VILANOVA I LA GELTRU","CS, RW",,,
"40.22458/LO","EDDE DADI, S.L.","Rioja, La/LOGROÑO","CS",,,
"10.20133/H","CERERO CARRASCO, ANTONIO JESUS","Huelva/SANTA OLALLA DEL CALA","CS, RW, PP",,"MP",
"10.20135/SE","PRODUCTOS IBERICOS SIERRA ALTA S.L.","Sevilla/SEVILLA","RW",,"MP",
"12.16161/GR","PESCADOS SILVERIO S.L.","Granada/GRANADA","CS",,,
"40.22459/GR","BODEGAS MAR S.L.","Granada/MOTRIL","CS",,,
"40.22461/CO","CASTILLA ORTIZ S.L.","Córdoba/BAENA","CS",,,
"40.22466/TO","UDATA, UNION DETALLISTAS ALIMENTACION TALAVERA, S. COOP. L.","Toledo/TALAVERA DE LA REINA","CS",,,
"10.20137/SA","EXPLOTACION GANADERA HERGOSAN, S.L.","Salamanca/LEDRADA","RW, CP, MM, MP, PP",,"MP",
"10.20139/SA","JOALJA PEREZ MORATO, S. L.","Salamanca/FUENTERROBLE DE SALVATIERRA","RW, PP",,"MP",
"40.22470/MU","DISTRIBUCIONES ALEJANDRO VILLAESCUSA","Murcia/YECLA","CS",,,
"12.16173/CA","PESCADOS Y MARISCOS CORBACHO Y CORRAL S.L.","Cádiz/ALGECIRAS","RW, DC, PC",,,
"40.22476/Z","BACALAOS ISLANDIA ROYCAJ S.L.","Zaragoza/CABAÑAS DE EBRO","CS, RW",,,
"40.22478/MA","COMERCIAL DE CARNES MALAGUEÑAS S.L.","Málaga/MALAGA","CS",,,
"40.22480/MA","PRODUCTOS ARGENTINOS S.L.","Málaga/BENALMADENA","CS",,,
"10.20141/GE","DISCAR DESOSSATS CARNICS SL","Girona/OLOT","RW",,"MP",
"12.16180/MA","GIBRALFARO PESCA S.L.","Málaga/MALAGA","CS",,,
"40.22481/M","COMERCIAL BERMARY, S.L.","Madrid/VALDEMORO","CS",,,
"40.22484/V","SELEC 2004 , S.L.","Valencia/València/MIRAMAR","CS, RW",,,
"40.22502/SE","JUAN DEL VALLE S.L.","Sevilla/CABEZAS DE SAN JUAN (LAS)","CS",,,
"10.20159/MA","ZAPAPERU S.L.","Málaga/MALAGA","CS, CP, MM, MP, PP",,"MP",
"40.22506/MA","ZAPAPERU S.L.","Málaga/MALAGA","CS",,,
"40.22511/B","CONDIMENTOS SANCAN SLU","Barcelona/MANRESA","RW",,,
"40.22514/GE","ELABORATS ORRI SL","Girona/OLOT","CS",,,
"40.22515/B","EXCLUSIVAS EGARA SA","Barcelona/TERRASSA","CS",,,
"40.22518/B","COMERCIAL VERDALET SL","Barcelona/TORDERA","CS",,,
"40.22519/B","FRIOVIC DISTRIBUCIO ALIMENTARIA S.L.","Barcelona/FOLGUEROLES","CS",,,
"40.22520/B","LACTICS COLOM SL","Barcelona/BARCELONA","CS",,,
"40.22526/PM","GRANJA AVÍCOLA CONSELL, SL","Palma de Mallorca/SANT LLUIS","CS",,,
"40.22532/AL","DIXCARUMA S.L.","Almería/NIJAR","CS",,,
"12.16211/SE","CASA SANTOÑA DE ANDALUCIA S.L.","Sevilla/SEVILLA","RW, PP",,,
"12.16213/MA","ANTONIO MOYA E HIJOS S.L.","Málaga/MALAGA","CS",,,
"26.09237/MA","CONGELADOS FRIPESCA S.L.","Málaga/MALAGA","PP",,,
"12.16215/H","HIJOS DE MANUEL GEY S.L.U.","Huelva/ISLA CRISTINA","RW, FFP",,,
"40.22548/AL","INDALGOURMET ALMERIA S.L.","Almería/BENAHADUX","CS",,,
"40.22549/J","ANGUIS CABELLO, JOSE LUIS","Jaén/LINARES","CS",,,
"40.22550/MA","FRIO MALAGA 2013 S.L.","Málaga/MALAGA","CS",,,
"40.22551/MA","SUPERSOL SPAIN S.L.","Málaga/MALAGA","CS",,,
"40.22552/PO","AENA-AEROPUERTO DE VIGO","Pontevedra/VIGO","CS",,,
"10.20179/A","UNION DETALLISTAS ESPAÑOLES, SDAD.COOP. UNIDE","Alicante/Alacant/ALICANTE/ALACANT","CS, CP",,,
"40.22554/A","HAI SHENG ALIMENTACION, S.L.","Alicante/Alacant/SAN VICENTE DEL RASPEIG/SANT VICENT DEL RAS","CS",,,
"40.22555/V","DISBRUPUERTO, S.L.","Valencia/València/SAGUNTO/SAGUNT","CS",,,
"12.16238/CS","PESCADOS Y MARISCOS SISCO, S.L.","Castellón/Castelló/BENICARLO","RW, PP, DC",,,
"12.16242/SS","PESCADOS LLORENTE, S.L.","Gipuzkoa/MUTRIKU","RW",,,
"40.22578/BI","GILPETRANS, S.L.","Bizkaia/GALDAKAO","CS",,,
"10.20191/SA","CARNICAS JOSELITO, S. A.","Salamanca/GUIJUELO","RW, PP",,"MP",
"10.20193/VA","HERMANOS SANCHEZ MUÑOYERRO, S.L.","Valladolid/SALVADOR DE ZAPARDIEL","CS",,,
"40.22593/PO","TAMUCHE COMERCIAL SLU","Pontevedra/VILABOA","CS",,,
"40.22594/VI","GOURMEKI S.L.","Araba/Álava/LEGUTIO","CS",,,
"40.22600/SE","CHAVES VILLADIEGO FERNANDO","Sevilla/BORMUJOS","CS",,,
"40.22602/CA","RODRIGUEZ MUÑOZ, JUAN JOSE","Cádiz/SANLUCAR DE BARRAMEDA","CS",,,
"40.22607/S","JOSE MIGUEL TOCA HERRERA","Cantabria/SANCIBRIAN","CS",,,
"12.16257/AL","BELTRAN GABIN, JOSE SALVADOR","Almería/ALMERIA","CS",,,
"40.22610/CA","SUPER JAROCAL S.L.","Cádiz/ARCOS DE LA FRONTERA","CS",,,
"40.22611/CA","DEPOSITO ADUANERO Y LOGISTICO SUR DE EUROPA S.L","Cádiz/ALGECIRAS","CS",,,
"40.22612/H","ALMACENES ANDEVALO S.L.","Huelva/HUELVA","CS",,,
"40.22614/J","PRODUCTOS URBANO S.L.","Jaén/UBEDA","CS",,,
"40.22615/J","DISTRIBUCIONES SELECTAS PEDRO ORTIZ S.L.","Jaén/BEGIJAR","CS",,,
"12.16265/H","COSTA PESCA RICOMAR S.L.","Huelva/HUELVA","CS, PP, FFP",,,
"40.22635/SG","VALYRE, S. L.","Segovia/HONTORIA","CS",,,
"10.20221/V","PROCARN VALENCIA, S.L.","Valencia/València/BENAVITES","RW, CP, MM, MP",,"MP",
"12.16284/BI","VASCOLAC, S.L.","Bizkaia/ZAMUDIO","RW, PP",,,
"40.22648/OR","DISBEGON, S.L.","Ourense/SAN CIBRAO DAS VIÑAS","CS",,,
"40.22657/V","GRUPO ALIMENTARIO ARGAL, S.A.","Valencia/València/POBLA DE VALLBONA (LA)","CS",,,
"40.22658/A","IKBAL 2005, S.L.","Alicante/Alacant/CREVILLENT","CS",,,
"40.22660/TO","INDUSTRIAS DE ALIMENTACION BOLIVAR, S.L.","Toledo/CASARRUBIOS DEL MONTE","CS, RW",,,
"40.22665/C","JESUS SANTAS LOBATO, S.L.","Coruña, A/VEDRA","CS",,,
"14.02550/J","NATURAL AVES S.L.","Jaén/UBEDA","CS",,,
"10.20243/ZA","CARNICAS HUERTOS MORALEJO, S.L.","Zamora/ZAMORA","CS, RW, CP",,,
"15.05905/LE","SOTERANO BERNARDO ALVAREZ S.L.","León/MATADEON DE LOS OTEROS","RW, PP",,,
"40.22686/CA","CUGADIS S.L.","Cádiz/SANLUCAR DE BARRAMEDA","CS",,,
"40.22710/GE","QUEVIURES CROS SL","Girona/OLOT","CS",,,
"12.16322/SS","KAIBERRI AZOKA, S.L.","Gipuzkoa/DONOSTIA/SAN SEBASTIAN","CS",,,
"40.22715/J","S.COOP.ANDALUZA DAGIPEL","Jaén/JAEN","CS, RW",,,
"40.22719/AL","SIRVENT ORTS, JOSE LUIS","Almería/ALBOX","CS",,,
"10.20264/TF","SOCIEDAD COOPERATIVA DEL CAMPO LA CANDELARIA","Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA","RW, CP, MM, MP, PP",,"MP",
"12.16325/MU","PESCADOS GONZALO RUBIO, S.L.","Murcia/ALCANTARILLA","WM",,,
"40.22726/V","AHULLANA LANUSSE, S.L.","Valencia/València/CARCAIXENT","CS",,,
"12.16330/M","PESCADOS QUEMADA S.A.","Madrid/MADRID","RW, WM",,,
"40.22732/C","CONGALSA, S.L.","Coruña, A/POBRA DO CARAMIÑAL (A)","CS",,,
"40.22736/LE","VICTOR JAVIER GONZALEZ VIÑUELA","León/LEON","CS",,,
"40.22737/SA","RECURSOS ALIMENTICIOS MADRID - GALICIA, S. L.","Salamanca/BEJAR","CS, RW",,,
"40.22738/SG","DISTRIBUCIONES ALIMENTARIAS SEGOVIANAS S.L.","Segovia/HONTORIA","CS",,,
"40.22739/VA","ACEITUNAS OLIBHER, S.L.","Valladolid/FUENSALDAÑA","CS",,,
"40.22748/A","DULCES LOZAMAR SL","Alicante/Alacant/NUCIA (LA)","CS",,,
"40.22755/M","LEYVA E HIJOS S.A.","Madrid/GETAFE","CS",,,
"40.22760/CC","LORENZO GUTIERREZ, JESUS JAVIER","Cáceres/MORALEJA","CS",,,
"12.16356/MU","CONGELADOS SAN PEDRO Y SANCHEZ S.L.","Murcia/ALCANTARILLA","WM",,,
"40.22762/MU","COMERCIAL PAYESMA, S.L.","Murcia/BENIEL","CS",,,
"40.22764/B","EXIMFOOD CATALUNYA SL","Barcelona/BADALONA","CS",,,
"40.22767/GE","RESTANOVA SL","Girona/PALAMOS","CS",,,
"10.20290/SS","DISTRIBUCIONES BERNAS GALINDO, S.L.","Gipuzkoa/LASARTE-ORIA","CS",,,
"40.22768/GC","Distribuciones Reyes y Bouzón, S.L.","Palmas, Las/ARRECIFE","CS",,,
"10.20293/SE","ALMACENES BENITO GARCIA S.A.","Sevilla/ARAHAL","CS",,,
"10.20294/O","DELICATESSEN ANTONIO SLU","Asturias/AVILES","CS, RW, MM, MP",,,
"40.22774/V","DISTRIBUCIONES COLOM NAYA, S.L.","Valencia/València/CULLERA","CS",,,
"40.22781/V","CONSUM SOCIEDAD COOP.VALENCIANA","Valencia/València/RIBA-ROJA DE TURIA","CS",,,
"40.22786/M","BETALMUNE, S.L.","Madrid/FUENTE EL SAZ DE JARAMA","CS",,,
"40.22798/B","MASCARO MORERA SL","Barcelona/BARCELONA","CS",,,
"40.22799/V","JOTA JOTA ALIMENTOS GLOBAL S.L.","Valencia/València/ALBORAYA","CS",,,
"40.22800/M","ABARROTES FOODS, S.L.","Madrid/FUENLABRADA","CS",,,
"40.22802/PO","PESCADONA SAU","Pontevedra/CAMBADOS","CS",,,
"10.20306/M","COMERCIAL OPACAR, S.L.","Madrid/MADRID","CS, RW",,,
"40.22805/GU","LOGISTA, S.A.","Guadalajara/CABANILLAS DEL CAMPO","CS",,,
"40.22807/TO","TWIZA IMPORT-EXPORT, S.L.","Toledo/ONTIGOLA","CS",,,
"40.22809/TO","VIANDA TOLEDO, SL.","Toledo/BARGAS","CS",,,
"40.22812/A","BOUKRAA BENNAOUM, S.L.","Alicante/Alacant/ALMORADI","CS",,,
"40.22815/GC","Francisco Parrilla, S.L.","Palmas, Las/SAN BARTOLOME","CS",,,
"10.20320/NA","AN AVÍCOLA MÉLIDA, S.L.","Navarra/IMARCOAIN","CS",,,
"40.22821/GE","OLIS DE JAEN SL","Girona/JONQUERA (LA)","CS",,,
"12.16399/C","PESCADOS OLIVEIRA, S.L.","Coruña, A/RIBEIRA","RW, FFP",,,
"12.16400/C","BARROS PEREZ, GERARDO VICENTE","Coruña, A/CORUÑA (A)","RW",,,
"12.16402/PO","FRIOANTARTIC, S.A.","Pontevedra/MARIN","CS",,,
"40.22826/LU","DISTRIBUCIONES CHOUZAN, S.L.U.","Lugo/CHANTADA","CS, RW",,,
"40.22831/GE","PEIXOS CALSINA BOSCH CB","Girona/LLANÇA","CS",,,
"40.22837/B","AB SERVICIOS SELECTA ESPAÑA SLU","Barcelona/SANT BOI DE LLOBREGAT","CS",,,
"12.16417/CA","PESCADOS PACO BAZA S.L.","Cádiz/ALGECIRAS","CS",,,
"10.20327/MA","DISTRIBUCIONES ALIMENTARIAS MERCASUR S.L.","Málaga/MALAGA","CS, CP, MM, MP",,,
"40.22840/MA","DISTRIBUCIONES ALIMENTARIAS MERCASUR S.L.","Málaga/MALAGA","CS",,,
"40.22842/L","CONGESPAN SL","Lleida/LLEIDA","CS",,,
"40.22846/B","DISTRIBUCIONES ALIMENTARIAS EL PIBE SL","Barcelona/BARBERA DEL VALLES","CS, RW",,,
"40.22850/B","DIBERICO EXCLUSIVAS GOURMET SL","Barcelona/AMETLLA DEL VALLES (L')","CS, RW",,,
"40.22853/TF","DORTA VELAZQUEZ, DOMINGO","Santa Cruz de Tenerife/PUERTO DE LA CRUZ","CS",,,
"40.22854/HU","EBOCA VENDING LABS, S.A.","Huesca/CUARTE","CS",,,
"40.22856/GR","HERMANOS JIMENEZ SOLA S.L.","Granada/ALCUDIA DE GUADIX","CS",,,
"10.20331/LO","COMERCIAL ELABORADOS RIOJANOS SL","Rioja, La/HARO","CS",,,
"40.22862/GC","FREIREMAR, S.A.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)","CS",,,
"10.20335/M","DISRUIZ S.L.","Madrid/LEGANES","RW, CP, MM, MP",,,
"40.22872/M","MEEST SPAIN, S.L.U.","Madrid/FUENLABRADA","CS",,,
"15.05944/SA","FLORENCIO GOMEZ MUÑOZ","Salamanca/CIUDAD RODRIGO","CS",,,
"40.22875/GC","PEÑAMAR DEL ATLANTICO S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)","RW",,,
"10.20342/CO","DEHESAS REUNIDAS S.L.","Córdoba/BELMEZ","CS, RW, PP",,"MP",
"12.16439/PO","MARITIMA DE HOTELES Y RESTAURANTES, S.L.","Pontevedra/VIGO","CS, FFP",,,
"40.22877/GC","UNION CARNICA EUROPEA S.L.","Palmas, Las/TELDE","CS",,,
"40.22878/GC","COMERCIAL GONZALEZ CABRERA E HIJOS, S.L.","Palmas, Las/TELDE","CS",,,
"10.20347/VA","MARTIN & GEIJO, S. L.","Valladolid/VALLADOLID","CS, CP, MM, MP",,,
"12.16446/MU","JAVIER BURRUEZO MATEO, S.L.","Murcia/JUMILLA","RW",,,
"40.22882/M","COMABU S.A.","Madrid/PINTO","CS, RW",,,
"40.22890/CA","S.I.D. EUROSUR S.L.","Cádiz/RIO SAN PEDRO","CS",,,
"40.22891/H","F. BULLON MANZANO S.A.","Huelva/HUELVA","CS",,,
"10.20360/AL","JAMONES DE SERÓN CORTIJO DE CANATA, S.L.","Almería/SERON","RW, PP",,"MP",
"40.22897/SE","FERNANDO DE LUNA GRANERO S.A.","Sevilla/DOS HERMANAS","CS",,,
"40.22898/MA","SOL MAYORISTA S.A.","Málaga/MALAGA","CS",,,
"40.22899/GR","ALBEVALLE S.L.","Granada/DURCAL","CS",,,
"40.22911/SE","BEBIDAS CARMONA S.L.","Sevilla/GILENA","CS",,,
"15.05964/PM","LACTEOS PALMA, SL","Palma de Mallorca/PALMA","RW",,,
"40.22920/CU","MONTEAGUDO FERNANDEZ, S.L.","Cuenca/INIESTA","CS",,,
"40.22928/S","FINCA TABLANCA S.A.","Cantabria/PEÑACASTILLO","CS",,,
"40.22929/S","DOCE Y DECASTA S.L.","Cantabria/SANTA CRUZ DE BEZANA","CS",,,
"12.16479/MU","ORMASA 2000, S.L.","Murcia/ALCANTARILLA","WM",,,
"40.22934/MU","SAURA GARCIA, MIGUEL","Murcia/ALGEZARES","CS",,,
"40.22935/Z","COMERCIAL LEON ZARAGOZA, S.L.","Zaragoza/ZARAGOZA","CS",,,
"40.22943/J","ALMACEJA S.L.","Jaén/GUARROMAN","CS",,,
"40.22947/BA","TRANSPORTES FRIGORIFICOS NARVAL S.L.","Badajoz/MERIDA","CS",,,
"12.16490/SA","M. COLINAS PESCADOS, S. L.","Salamanca/SALAMANCA","CS",,,
"10.20395/M","CARNICAS RAFERGAR, S.L","Madrid/COLMENAR VIEJO","CS, RW, MM, MP",,"MP",
"12.16493/V","GONDAMAR & FISH, S.L.","Valencia/València/RIBA-ROJA DE TURIA","CS, PP, FFP",,,
"12.16494/A","EPINEPHELUS, S.L.","Alicante/Alacant/ALICANTE/ALACANT","CS",,,
"40.22959/A","NUEVO OU JIANG, S.L.","Alicante/Alacant/SAN VICENTE DEL RASPEIG/SANT VICENT DEL RAS","CS",,,
"40.22961/CS","NATA Y BEBIDAS, S.L.","Castellón/Castelló/CASTELLON DE LA PLANA/CASTELLO DE LA PLANA","CS",,,
"40.22971/A","FUNDACION BENEFICA BANCO DE LOS ALIMENTOS - ALICANTE","Alicante/Alacant/ALICANTE/ALACANT","CS",,,
"40.22983/MA","LUCAS GUZMAN S.L.","Málaga/MALAGA","CS",,,
"40.22984/MA","DISTRIBUCIONES MOYRA 2000 S.L.","Málaga/MALAGA","CS",,,
"10.20403/CO","CARNICAS DAVID S.L.","Córdoba/FUENTE OBEJUNA","RW, CP, MM, MP, PP",,"MP",
"40.22995/SS","CONSERVAS ORTIZ SA","Gipuzkoa/ZUMAIA","CS",,,
"40.22997/CS","COBECAS NORTE, S.L.","Castellón/Castelló/TORREBLANCA","CS",,,
"14.02572/TO","EL CANTO AGROALIMENTARIA, S.L.","Toledo/ALMONACID DE TOLEDO","CS, EPC",,,
"40.23006/AL","CARO RUIZ S.A.","Almería/EJIDO (EL)","CS",,,
"40.23010/CO","COMERCIAL PIEDRA TRUJILLO S.L.U.","Córdoba/POZOBLANCO","CS",,,
"40.23011/CA","BEBIDAS CARBONICAS Y VINOS S.L.","Cádiz/ROTA","CS",,,
"40.23013/CA","GUADALETE DISTRIBUCION Y LOGISTICA S.L.","Cádiz/JEREZ DE LA FRONTERA","CS",,,
"10.20429/OR","CARREIRO CASTRO BERNARDO","Ourense/CARBALLIÑO (O)","RW",,"MP",
"40.23025/TF","PEREZ ROSALES, JUAN CARLOS","Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE","CS",,,
"40.23031/MA","CARNICAS ESCALANTE S.L.","Málaga/RONDA","CS",,,
"40.23032/CR","CORPORACION ALIMENTACION GUISSONA, S.A.","Ciudad Real/DAIMIEL","CS",,,
"40.23035/SE","SALVESEN LOGISTICA S.A.","Sevilla/SEVILLA","CS",,,
"12.16536/C","RESTAFRESH CORUÑA, S.L.","Coruña, A/CORUÑA (A)","RW, PP, FFP",,,
"12.16538/M","DISTRIBUCIONES Y CONSIGNACIONES ESPAMAR, S.L.","Madrid/MADRID","RW, WM",,,
"10.20451/J","EMBUTIDOS CASEROS AIRES DE MAGINA S.C.A.","Jaén/TORRES","RW, PP",,"MP",
"12.16543/C","PEDRO CANOSA LOPEZ","Coruña, A/FISTERRA","RW",,,
"40.23047/SE","ALDI DOS HERMANAS SUPERMERCADOS S.L.","Sevilla/DOS HERMANAS","CS",,,
"40.23050/GR","LOTES NAVICESTA S.L.","Granada/ATARFE","CS",,,
"40.23054/AL","JESUS CABRERA S.L.","Almería/VELEZ-RUBIO","CS",,,
"12.16560/B","FRIME SAU","Barcelona/ARENYS DE MUNT","CS, RW, PP, FFP",,,
"12.16562/MU","HERNANDEZ SANCHEZ, CRISTOBAL","Murcia/FUENTE ALAMO DE MURCIA","CS, PP",,,
"15.06020/GR","EMBUTIDOS VILLANUEVA S.L.","Granada/VILLANUEVA MESIA","CS",,,
"40.23061/J","INDUSTRIAS CARNICAS CRIADO BARCENAS S.L.","Jaén/ANDUJAR","CS",,,
"40.23064/CO","RESERVA PRIVADA JABUGO S.L.","Córdoba/BELALCAZAR","CS, RW",,,
"40.23067/AL","BEBIDAS PONIENTE C&C S.L.","Almería/EJIDO (EL)","CS",,,
"10.20483/CS","SAURA VILANOVA, S.L.","Castellón/Castelló/CABANES","RW, CP",,,
"40.23079/B","ROSTITOT SL","Barcelona/GRANOLLERS","CS",,,
"40.23096/B","CASH OSONA RABADA SA","Barcelona/VIC","CS",,,
"40.23110/B","PEIX I MARISC XAVI I JAUME SL","Barcelona/BARCELONA","RW",,,
"40.23116/CA","PAPA FACIL S.L.","Cádiz/BOSQUE (EL)","CS",,,
"40.23119/MA","AROCA AROCA, JOSE","Málaga/SIERRA DE YEGUAS","CS",,,
"40.23127/HU","ANDRES FERRER E HIJOS, S.A.","Huesca/HUESCA","CS",,,
"15.06036/MA","ORTEGA BARRENO, JOSEFA","Málaga/CORTES DE LA FRONTERA","RW, PP",,,
"40.23140/S","EMBUTIDOS EL FARO S.A.","Cantabria/CORRALES DE BUELNA (LOS)","CS, RW",,,
"10.20509/SG","FRUCTUOSO AREVALO HERRERO, S. L.","Segovia/CANTIMPALOS","RW, PP",,"MP",
"40.23154/MA","MALACITANA FOODSERVICE S.L","Málaga/MALAGA","CS",,,
"10.20523/SS","COJASA XXI S.L.","Gipuzkoa/DONOSTIA/SAN SEBASTIAN","RW",,"MP",
"40.23156/BI","MARCOS GARCIA GARCIA","Bizkaia/BILBAO","CS",,,
"40.23157/VI","IRASAR DISTRIBUCIONES LANCIEGO, S.L.","Araba/Álava/VITORIA-GASTEIZ","CS",,,
"40.23158/SS","COVIRAN SOCIEDAD COOPERATIVA ANDALUZA","Gipuzkoa/HERNANI","CS",,,
"12.16606/H","ADAME FREEZING DEALERS S.L.","Huelva/BOLLULLOS PAR DEL CONDADO","CS, PP",,,
"12.16609/PM","PESCADERIA MAYOL RIBOT, SL","Palma de Mallorca/INDIOTERIA (SA)","CS, PP, FFP",,,
"40.23165/IB","LINARES FERNANDEZ, JUAN CARLOS","Islas Baleares/PALMA","CS",,,
"10.20526/O","DISPRAL ALIMENTACION SL","Asturias/NOREÑA","CS",,,
"12.16614/H","TOLEDANO BORRERO, JESUS","Huelva/HUELVA","RW, PP, FFP",,,
"40.23178/SE","DECORACION PEREZ Y OLIVARES S.L.","Sevilla/ALCALA DE GUADAIRA","CS",,,
"40.23180/CA","EIS MARITIMO S.A.","Cádiz/ALGECIRAS","CS",,,
"40.23184/MA","FRIO DEL SUR SIGLO XXI S.L.","Málaga/MALAGA","CS",,,
"12.16619/B","PEIXOS ALMOGAVERS SL","Barcelona/BARCELONA","RW",,,
"40.23189/CS","COALIMENT VALENCIA S.A.","Castellón/Castelló/SEGORBE","CS",,,
"40.23194/V","CARDELLINO, S.L.","Valencia/València/POBLA DE VALLBONA (LA)","CS",,,
"40.23196/B","CARBONIQUES CASTELLVÍ SL","Barcelona/VILAFRANCA DEL PENEDES","CS",,,
"40.23202/B","ORPINELL FELIP, JOSE","Barcelona/SANTA MARGARIDA DE MONTBUI","CS",,,
"40.23204/B","BARNA MINIMERCA II, SA","Barcelona/BARCELONA","CS, WM",,,
